,car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,warranty_avail,sale_price
1193,toyota innova crysta,2017,diesel,36613,bengaluru,suv,automatic,2,1878497.0,False,1878194
1194,hyundai grand i10,2016,petrol,76685,bengaluru,hatchback,manual,1,517466.0,False,449999
1196,maruti ritz,2009,petrol,93600,bengaluru,hatchback,manual,1,377100.0,False,299399
1202,maruti swift,2009,petrol,77463,bengaluru,hatchback,manual,1,388999.0,False,381399
1205,maruti vitara brezza,2018,diesel,31071,bengaluru,suv,manual,1,925388.0,False,888699
1206,hyundai verna,2018,petrol,34000,bengaluru,sedan,automatic,1,1047469.0,False,1047368
1210,hyundai santa fe,2015,diesel,66961,bengaluru,luxury suv,automatic,1,1538531.0,False,1538430
1211,maruti ritz,2014,petrol,86798,bengaluru,hatchback,manual,1,368099.0,False,367999
1213,mahindra thar,2019,diesel,5652,bengaluru,suv,manual,1,1031309.0,False,1031208
1214,honda city,2015,petrol,65102,bengaluru,sedan,manual,2,629199.0,False,624699
1221,toyota innova,2009,diesel,68496,bengaluru,suv,manual,2,743939.0,False,713999
1224,maruti swift,2010,petrol,106323,bengaluru,hatchback,manual,2,328699.0,False,328599
1228,mahindra xuv500,2013,diesel,73656,bengaluru,luxury suv,manual,1,818611.0,False,800299
1229,maruti swift dzire,2014,diesel,87454,bengaluru,sedan,manual,2,539199.0,False,539099
1232,maruti swift dzire,2011,petrol,137461,bengaluru,sedan,manual,1,291299.0,False,291199
1233,maruti swift dzire,2014,diesel,75129,bengaluru,sedan,manual,1,489799.0,False,489699
1235,maruti swift,2012,diesel,98650,bengaluru,hatchback,manual,2,412899.0,False,412799
1236,mahindra xuv500,2015,diesel,41688,bengaluru,luxury suv,manual,1,956465.0,False,955399
1237,maruti swift,2011,diesel,103268,bengaluru,hatchback,manual,2,443740.0,False,396099
1241,toyota innova,2012,diesel,93262,bengaluru,suv,manual,1,617660.0,False,516999
1242,skoda laura,2012,diesel,104404,bengaluru,luxury sedan,automatic,2,540199.0,False,540099
1243,maruti ritz,2012,diesel,112264,bengaluru,hatchback,manual,1,414355.0,True,344399
1244,maruti wagon r 1.0,2013,petrol,115055,bengaluru,hatchback,manual,2,308899.0,False,308799
1246,mahindra xuv500,2016,diesel,76930,bengaluru,luxury suv,manual,2,949207.0,False,947899
1247,toyota innova,2014,diesel,60304,bengaluru,suv,manual,2,1537565.0,False,1468336
1248,honda city,2009,petrol,142543,bengaluru,sedan,manual,1,317199.0,False,314199
1250,maruti ritz,2016,petrol,77962,bengaluru,hatchback,manual,1,591720.0,True,487999
1251,mahindra xuv500,2016,diesel,109225,bengaluru,luxury suv,manual,1,932644.0,False,895799
1259,volkswagen polo,2015,petrol,90272,bengaluru,hatchback,manual,1,525395.0,False,519699
1260,toyota innova,2008,diesel,118781,bengaluru,suv,manual,2,550089.0,False,543699
1261,toyota innova,2009,diesel,143765,bengaluru,suv,manual,2,705299.0,False,705199
1262,maruti wagon r duo,2008,petrol & lpg,127994,bengaluru,hatchback,manual,1,238901.0,False,208899
1264,volkswagen vento,2013,petrol,113856,bengaluru,sedan,manual,2,413599.0,False,413499
1266,maruti swift dzire,2012,petrol,115096,bengaluru,sedan,manual,1,401899.0,False,401799
1268,maruti swift,2009,diesel,194924,bengaluru,hatchback,manual,2,238499.0,False,238399
1269,mercedes benz c class,2012,diesel,83486,bengaluru,luxury sedan,manual,2,1200686.0,False,1192909
1271,renault duster,2013,diesel,141347,bengaluru,suv,manual,1,644880.0,False,542699
1272,maruti ritz,2011,petrol,98931,bengaluru,hatchback,manual,2,405799.0,False,404699
1277,maruti alto 800,2013,petrol,117275,bengaluru,hatchback,manual,1,237099.0,False,236999
1279,mahindra xuv500,2014,diesel,99272,bengaluru,luxury suv,manual,2,811499.0,False,811399
1280,maruti swift dzire,2014,diesel,110838,bengaluru,sedan,manual,1,474020.0,False,459699
1283,renault duster,2016,diesel,130303,bengaluru,suv,automatic,1,838324.0,True,693299
1289,hyundai elite i20,2014,petrol,32986,bengaluru,hatchback,manual,1,528489.0,False,525799
1292,tata nano,2014,petrol,34394,bengaluru,hatchback,manual,1,176999.0,False,176899
1300,toyota etios,2015,petrol,33947,bengaluru,sedan,manual,2,477500.0,False,458799
1303,maruti alto 800,2012,petrol,7044,bengaluru,hatchback,manual,2,259499.0,False,259399
1316,maruti swift,2015,petrol,26447,bengaluru,hatchback,manual,1,557685.0,False,551099
1319,hyundai i10,2010,petrol,46077,bengaluru,hatchback,manual,1,356399.0,False,356299
1324,honda wr-v,2017,petrol,26136,bengaluru,suv,manual,1,780741.0,False,750499
1326,maruti baleno,2018,petrol,17306,bengaluru,hatchback,automatic,1,810791.0,False,795399
1336,maruti swift,2015,petrol,21156,bengaluru,hatchback,manual,1,566374.0,False,563799
1338,tata nano,2015,petrol,8664,bengaluru,hatchback,manual,1,213299.0,False,209899
1339,maruti wagon r 1.0,2010,petrol,52160,bengaluru,hatchback,manual,1,296599.0,False,296499
1344,maruti swift,2016,diesel,33834,bengaluru,hatchback,manual,1,626815.0,False,615999
1347,hyundai i20 active,2016,petrol,19581,bengaluru,hatchback,manual,1,663517.0,False,650499
1353,maruti swift,2015,diesel,63035,bengaluru,hatchback,manual,1,579152.0,False,576399
1354,maruti baleno,2017,petrol,31833,bengaluru,hatchback,manual,1,632531.0,False,623299
1357,maruti swift dzire,2014,petrol,42772,bengaluru,sedan,manual,1,530908.0,False,528499
1368,mahindra thar,2016,diesel,22224,bengaluru,suv,manual,1,797499.0,False,794799
1378,maruti alto k10,2010,petrol,127516,bengaluru,hatchback,manual,2,211508.0,False,209899
1382,renault duster,2015,diesel,54713,bengaluru,suv,manual,1,698693.0,False,689899
1384,tata hexa,2018,diesel,24962,bengaluru,suv,automatic,2,1511267.0,False,1445510
1386,maruti swift,2018,diesel,23055,bengaluru,hatchback,automatic,1,795576.0,False,758999
1387,maruti ignis,2017,petrol,37166,bengaluru,hatchback,automatic,1,637000.0,False,634699
1394,mahindra thar,2017,diesel,25418,bengaluru,suv,manual,1,842331.0,False,823899
1398,skoda octavia,2015,diesel,93281,bengaluru,luxury sedan,automatic,1,1158486.0,False,1110089
1399,hyundai elite i20,2017,diesel,37316,bengaluru,hatchback,manual,1,758267.0,False,740599
1402,volkswagen polo,2016,petrol,64613,bengaluru,hatchback,automatic,2,646154.0,False,640799
1410,hyundai i10,2015,petrol,86000,bengaluru,hatchback,manual,3,326600.0,False,314599
1411,maruti vitara brezza,2019,diesel,11297,bengaluru,suv,automatic,1,1093451.0,False,1050600
1422,skoda rapid,2016,diesel,68918,bengaluru,sedan,automatic,1,768903.0,False,748899
1424,ford ecosport,2013,diesel,89822,bengaluru,suv,manual,2,594595.0,False,574599
1432,toyota innova,2015,diesel,86685,bengaluru,suv,manual,2,1338500.0,False,1288354
1435,maruti zen estilo,2008,petrol,120155,bengaluru,hatchback,manual,1,188792.0,False,136999
1436,mahindra thar,2018,diesel,92152,bengaluru,suv,manual,1,819942.0,False,796199
1439,maruti vitara brezza,2016,diesel,123181,bengaluru,suv,manual,1,843780.0,False,685699
1444,maruti vitara brezza,2017,diesel,128855,bengaluru,suv,manual,1,774670.0,False,749799
1445,hyundai eon,2011,petrol,28016,bengaluru,hatchback,manual,1,227210.0,False,197399
1448,maruti eeco,2020,petrol,4108,bengaluru,suv,manual,1,446500.0,False,419199
1450,hyundai grand i10,2016,petrol,10813,bengaluru,hatchback,automatic,1,556349.0,False,550499
1451,hyundai santro xing,2008,petrol,43520,bengaluru,hatchback,manual,2,247183.0,False,198499
1452,tata tiago,2018,petrol,8996,bengaluru,hatchback,manual,1,537410.0,False,531299
1457,renault kwid,2016,petrol,9495,bengaluru,hatchback,manual,1,304827.0,False,302899
1458,toyota etios liva,2011,petrol,52088,bengaluru,hatchback,manual,1,354299.0,False,343299
1459,toyota etios,2019,petrol,12639,bengaluru,sedan,manual,1,612134.0,False,581299
1461,maruti celerio,2014,petrol,40705,bengaluru,hatchback,manual,1,365199.0,False,365099
1463,hyundai grand i10,2013,diesel,34831,bengaluru,hatchback,manual,2,446120.0,False,372099
1468,hyundai verna,2015,petrol,22996,bengaluru,sedan,manual,1,671069.0,False,650799
1471,maruti alto 800,2013,petrol,37821,bengaluru,hatchback,manual,1,267499.0,False,267399
1474,honda jazz,2017,petrol,10661,bengaluru,hatchback,manual,1,630470.0,False,601299
1476,maruti swift dzire,2014,petrol,37541,bengaluru,sedan,manual,1,634130.0,False,485999
1477,maruti alto,2009,petrol,26432,bengaluru,hatchback,manual,1,287850.0,False,220299
1479,hyundai elite i20,2014,petrol,10441,bengaluru,hatchback,manual,1,514998.0,False,512499
1483,maruti celerio,2019,petrol,10412,bengaluru,hatchback,manual,1,479500.0,False,476499
1487,maruti baleno,2019,petrol,8721,bengaluru,hatchback,manual,1,681440.0,False,660999
1488,hyundai grand i10,2017,petrol,15912,bengaluru,hatchback,manual,1,487065.0,False,483199
1491,mahindra quanto,2013,diesel,53501,bengaluru,suv,manual,1,399060.0,False,397999
1495,maruti celerio,2018,petrol,41383,bengaluru,hatchback,manual,1,517196.0,True,404499
1499,honda city,2016,petrol,32084,bengaluru,sedan,manual,2,654793.0,False,637099
1500,maruti ertiga,2017,diesel,27457,bengaluru,suv,manual,1,646809.0,False,644599
1501,maruti swift,2019,petrol,10350,bengaluru,hatchback,manual,1,555430.0,False,544199
1505,hyundai grand i10,2015,petrol,32531,bengaluru,hatchback,manual,1,493251.0,False,488399
1506,maruti baleno,2017,petrol,5258,bengaluru,hatchback,manual,2,646607.0,False,630699
1509,maruti swift dzire,2015,petrol,43203,bengaluru,sedan,manual,3,530189.0,False,433099
1513,toyota corolla altis,2016,petrol,60212,bengaluru,luxury sedan,automatic,2,1032074.0,False,979899
1514,volkswagen polo,2016,diesel,34642,bengaluru,hatchback,manual,1,656877.0,False,639299
1516,maruti baleno,2017,petrol,18822,bengaluru,hatchback,manual,1,704550.0,False,597399
1519,maruti baleno,2019,diesel,20413,bengaluru,hatchback,manual,1,934978.0,False,928599
1525,maruti ertiga,2015,diesel,37447,bengaluru,suv,manual,1,812116.0,False,787599
1529,ford ecosport,2015,diesel,48411,bengaluru,suv,manual,1,865579.0,False,713499
1536,mahindra xuv500,2017,diesel,63366,bengaluru,luxury suv,automatic,1,1357826.0,False,1322599
1537,hyundai elite i20,2019,petrol,12194,bengaluru,hatchback,manual,2,787716.0,False,760599
1538,maruti baleno,2018,petrol,12750,bengaluru,hatchback,automatic,1,830814.0,False,822799
1539,maruti vitara brezza,2018,diesel,16565,bengaluru,suv,manual,1,866282.0,False,835399
1543,tata nexon,2019,petrol,1424,bengaluru,suv,manual,1,949380.0,False,810499
1544,maruti dzire,2018,diesel,19301,bengaluru,sedan,manual,1,728490.0,False,714599
1545,maruti ertiga,2014,petrol,58378,bengaluru,suv,manual,2,537500.0,False,511199
1547,hyundai elite i20,2019,petrol,5211,bengaluru,hatchback,manual,1,792500.0,False,775899
1548,volkswagen polo,2015,diesel,60330,bengaluru,hatchback,manual,1,598738.0,False,589299
1551,maruti ertiga,2016,petrol,49903,bengaluru,suv,manual,1,740673.0,False,710199
1552,renault duster,2016,diesel,23293,bengaluru,suv,automatic,1,861570.0,False,819799
1554,hyundai i20,2010,petrol,97059,bengaluru,hatchback,manual,2,369603.0,False,313399
1555,maruti zen estilo,2007,petrol,118121,bengaluru,hatchback,manual,1,174413.0,False,138499
1558,renault duster,2017,petrol,23384,bengaluru,suv,automatic,1,821351.0,False,818699
1559,hyundai i10,2009,petrol,98364,bengaluru,hatchback,manual,2,267550.0,False,228599
1560,honda city,2018,petrol,9831,bengaluru,sedan,manual,1,896206.0,False,872599
1562,maruti swift,2016,petrol,61191,bengaluru,hatchback,manual,2,546540.0,False,446799
1564,maruti baleno,2019,petrol,37231,bengaluru,hatchback,manual,1,640400.0,False,621699
1567,renault duster,2016,diesel,83418,bengaluru,suv,automatic,1,803772.0,False,788299
1568,tata nexon,2019,petrol,19605,bengaluru,suv,automatic,1,912789.0,False,880499
1570,toyota fortuner,2015,diesel,68359,bengaluru,luxury suv,automatic,1,1997355.0,False,1959297
1574,toyota fortuner,2009,diesel,126624,bengaluru,luxury suv,manual,3,873802.0,False,859699
1575,mahindra xuv500,2015,diesel,62730,bengaluru,luxury suv,manual,1,1003047.0,False,988599
1576,mahindra xuv500,2015,diesel,65477,bengaluru,luxury suv,manual,1,1096108.0,False,1067770
1579,mahindra xuv500,2015,diesel,57322,bengaluru,luxury suv,manual,1,1019294.0,False,977499
1580,mahindra xuv500,2017,diesel,80797,bengaluru,luxury suv,automatic,1,1332131.0,False,1322391
1582,tata aria,2011,diesel,104496,bengaluru,suv,manual,2,387478.0,False,335199
1585,chevrolet beat,2013,petrol,85984,bengaluru,hatchback,manual,1,212655.0,False,205499
1587,skoda superb,2016,petrol,97002,bengaluru,luxury sedan,automatic,2,1373101.0,False,1316099
1588,mahindra xuv500,2014,diesel,57954,bengaluru,luxury suv,manual,2,886659.0,False,881499
1589,mercedes benz cla class,2015,diesel,41828,bengaluru,luxury sedan,manual,1,1979240.0,False,1901828
1590,honda jazz,2015,petrol,105937,bengaluru,hatchback,manual,2,468971.0,False,467899
1592,toyota innova,2014,diesel,186392,bengaluru,suv,manual,2,1043534.0,False,1030097
1593,maruti swift,2016,diesel,97092,bengaluru,hatchback,manual,1,588098.0,False,571899
1595,toyota corolla altis,2014,diesel,63529,bengaluru,luxury sedan,manual,1,958391.0,False,944299
1596,mahindra xuv500,2014,diesel,94495,bengaluru,luxury suv,manual,1,785233.0,False,768399
1598,skoda rapid,2012,diesel,120240,bengaluru,sedan,manual,1,478250.0,False,387899
1600,maruti ertiga,2016,diesel,131550,bengaluru,suv,manual,1,716494.0,False,699599
1609,maruti celerio,2018,petrol,19385,bengaluru,hatchback,manual,1,588686.0,False,453599
1611,renault kwid,2018,petrol,6126,bengaluru,hatchback,manual,1,349500.0,False,335999
1612,maruti swift,2019,petrol,3430,bengaluru,hatchback,manual,1,570889.0,False,558899
1614,hyundai verna,2013,petrol,42627,bengaluru,sedan,manual,1,540999.0,False,540899
1620,honda amaze,2018,petrol,9004,bengaluru,sedan,manual,1,634636.0,False,612199
1621,hyundai elite i20,2017,diesel,65269,bengaluru,hatchback,manual,1,729312.0,False,727399
1622,volkswagen polo,2018,petrol,22938,bengaluru,hatchback,manual,1,651829.0,False,632199
1625,datsun go plus,2015,petrol,57087,bengaluru,hatchback,manual,2,306621.0,False,232899
1626,maruti vitara brezza,2017,diesel,21687,bengaluru,suv,manual,1,786370.0,False,772799
1631,toyota innova,2013,diesel,30121,bengaluru,suv,manual,1,1001200.0,False,991199
1664,maruti alto k10,2015,petrol,10957,new delhi,hatchback,manual,1,350769.0,False,308899
1665,maruti wagon r 1.0,2015,petrol,17007,new delhi,hatchback,automatic,1,375899.0,False,355399
1666,maruti alto 800,2016,petrol,14927,new delhi,hatchback,manual,1,275517.0,False,270699
1668,hyundai grand i10,2014,petrol,33561,new delhi,hatchback,manual,1,369620.0,False,349899
1669,hyundai grand i10,2014,petrol,35238,new delhi,hatchback,manual,1,369366.0,False,367099
1670,maruti wagon r 1.0,2018,petrol,17101,new delhi,hatchback,manual,1,428274.0,False,368599
1671,maruti swift,2012,diesel,30589,new delhi,hatchback,manual,1,398920.0,False,325699
1675,maruti swift,2012,diesel,35969,new delhi,hatchback,manual,1,331085.0,False,326799
1676,maruti alto k10,2014,petrol,22306,new delhi,hatchback,manual,1,361404.0,False,282599
1677,maruti alto,2010,petrol,30754,new delhi,hatchback,manual,1,213836.0,False,172999
1678,maruti swift,2012,diesel,39099,new delhi,hatchback,manual,1,353400.0,False,293999
1679,maruti baleno,2016,petrol,16906,new delhi,hatchback,manual,1,650784.0,False,512499
1680,maruti swift dzire,2012,diesel,42478,new delhi,sedan,manual,2,358099.0,False,345599
1681,maruti alto k10,2012,petrol,35139,new delhi,hatchback,manual,2,262273.0,False,201699
1683,hyundai elite i20,2017,petrol,21951,new delhi,hatchback,manual,1,580914.0,False,563799
1684,maruti ritz,2013,diesel,54237,new delhi,hatchback,manual,1,286056.0,False,251199
1685,hyundai grand i10,2017,petrol,16337,new delhi,hatchback,manual,1,406500.0,False,394399
1686,maruti eeco,2018,petrol & cng,22957,new delhi,suv,manual,1,368999.0,False,357799
1687,maruti alto 800,2018,petrol,5851,new delhi,hatchback,manual,1,390854.0,False,315099
1688,maruti alto,2020,petrol,5644,new delhi,hatchback,manual,1,446075.0,False,347299
1692,maruti swift dzire,2012,diesel,47253,new delhi,sedan,manual,1,427905.0,False,329599
1694,honda brio,2015,petrol,41175,new delhi,hatchback,manual,2,346028.0,False,345399
1695,hyundai eon,2014,petrol,44012,new delhi,hatchback,manual,1,221929.0,False,214299
1699,volkswagen polo,2013,diesel,46949,new delhi,hatchback,manual,1,374121.0,False,360399
1700,maruti swift,2011,petrol,28153,new delhi,hatchback,manual,1,287038.0,False,282799
1701,maruti swift,2014,petrol,46001,new delhi,hatchback,manual,2,425502.0,False,349799
1702,maruti alto 800,2014,petrol,37134,new delhi,hatchback,manual,1,346532.0,False,264499
1703,honda city,2011,petrol,56073,new delhi,sedan,manual,1,349602.0,False,344999
1704,maruti swift,2013,diesel,49117,new delhi,hatchback,manual,1,410620.0,False,335399
1705,maruti swift dzire,2012,diesel,49510,new delhi,sedan,manual,1,366438.0,False,346899
1709,maruti swift,2014,diesel,28652,new delhi,hatchback,manual,1,483940.0,False,380599
1710,maruti ciaz,2015,diesel,38464,new delhi,sedan,manual,1,566324.0,False,558699
1711,maruti ritz,2010,petrol,41832,new delhi,hatchback,manual,1,332617.0,False,266599
1712,hyundai i10,2009,petrol,34845,new delhi,hatchback,manual,1,227529.0,False,187999
1713,maruti alto 800,2014,petrol,42796,new delhi,hatchback,manual,1,248210.0,False,247199
1715,hyundai elite i20,2015,petrol,34254,new delhi,hatchback,manual,1,472975.0,False,465299
1716,honda brio,2012,petrol,48710,new delhi,hatchback,manual,1,338062.0,False,265299
1717,maruti swift dzire,2013,diesel,42679,new delhi,sedan,manual,1,465640.0,False,351799
1718,maruti baleno,2017,petrol,27073,new delhi,hatchback,manual,1,708040.0,False,566199
1719,maruti ritz,2010,petrol,55003,new delhi,hatchback,manual,1,196999.0,False,191399
1721,maruti celerio,2016,petrol,43386,new delhi,hatchback,automatic,1,447096.0,False,361499
1722,hyundai grand i10,2014,petrol,53663,new delhi,hatchback,manual,2,332972.0,False,325099
1724,maruti alto 800,2018,petrol,19748,new delhi,hatchback,manual,1,264999.0,False,262499
1726,honda brio,2015,petrol,52427,new delhi,hatchback,manual,1,368199.0,False,354199
1730,maruti swift dzire,2012,diesel,61164,new delhi,sedan,manual,1,322584.0,False,321499
1731,maruti swift,2013,diesel,47738,new delhi,hatchback,manual,1,323449.0,False,311599
1734,maruti alto 800,2018,petrol,23900,new delhi,hatchback,manual,1,293900.0,False,290599
1735,renault kwid,2019,petrol,14473,new delhi,hatchback,manual,1,362004.0,False,354199
1736,renault kwid,2016,petrol,50698,new delhi,hatchback,manual,1,301463.0,False,249899
1737,maruti alto,2009,petrol,39300,new delhi,hatchback,manual,1,182053.0,False,136099
1741,maruti vitara brezza,2016,diesel,29262,new delhi,suv,manual,1,691351.0,False,665099
1742,maruti swift,2015,diesel,46856,new delhi,hatchback,manual,1,523467.0,False,406399
1743,maruti swift dzire,2012,diesel,56552,new delhi,sedan,manual,1,341700.0,False,320799
1744,hyundai grand i10,2018,petrol,24808,new delhi,hatchback,manual,1,481099.0,False,470299
1746,maruti wagon r 1.0,2017,petrol,42709,new delhi,hatchback,manual,1,356082.0,False,347399
1747,maruti wagon r 1.0,2017,petrol,39458,new delhi,hatchback,manual,1,428874.0,False,347899
1748,hyundai grand i10,2016,petrol,57749,new delhi,hatchback,manual,1,458930.0,True,393599
1749,maruti swift,2015,diesel,54409,new delhi,hatchback,manual,1,477381.0,True,412399
1751,maruti vitara brezza,2016,diesel,37767,new delhi,suv,manual,1,831380.0,False,666499
1752,honda jazz,2012,petrol,51369,new delhi,hatchback,manual,2,291821.0,False,291199
1753,maruti swift dzire,2012,diesel,57730,new delhi,sedan,manual,1,426724.0,False,326199
1754,hyundai i10,2015,petrol,50367,new delhi,hatchback,manual,1,303299.0,False,292699
1756,toyota etios liva,2012,diesel,61443,new delhi,hatchback,manual,1,410740.0,False,323099
1759,hyundai grand i10,2014,petrol,61465,new delhi,hatchback,manual,1,449703.0,False,366199
1760,hyundai grand i10,2014,petrol,59731,new delhi,hatchback,manual,1,420962.0,False,352199
1762,maruti alto,2012,petrol,74046,new delhi,hatchback,manual,1,187995.0,False,177699
1763,maruti ciaz,2016,petrol,39122,new delhi,sedan,manual,1,782990.0,False,643199
1765,toyota etios liva,2012,diesel,68582,new delhi,hatchback,manual,1,349296.0,False,267599
1766,maruti alto k10,2016,petrol,34487,new delhi,hatchback,manual,1,298799.0,False,294299
1769,maruti ritz,2015,diesel,64475,new delhi,hatchback,manual,1,381948.0,False,301599
1770,maruti alto k10,2017,petrol,36929,new delhi,hatchback,manual,2,284472.0,False,268199
1771,maruti vitara brezza,2019,diesel,14151,new delhi,suv,manual,2,792979.0,False,756999
1773,maruti alto k10,2017,petrol,34381,new delhi,hatchback,manual,1,303014.0,False,297699
1774,hyundai elite i20,2018,petrol,26548,new delhi,hatchback,manual,2,604516.0,True,505999
1775,maruti ertiga,2013,diesel,51981,new delhi,suv,manual,1,492724.0,False,470499
1776,hyundai elite i20,2015,petrol,59466,new delhi,hatchback,manual,1,547436.0,False,528399
1778,volkswagen polo,2016,petrol,66519,new delhi,hatchback,manual,2,355530.0,False,341999
1779,hyundai grand i10,2017,diesel,65993,new delhi,hatchback,manual,1,432212.0,False,407299
1781,volkswagen polo,2015,petrol,55561,new delhi,hatchback,manual,1,489990.0,False,400499
1782,honda brio,2012,petrol,51551,new delhi,hatchback,manual,1,283499.0,False,276799
1783,hyundai elite i20,2015,diesel,58080,new delhi,hatchback,manual,2,565700.0,True,526699
1787,mahindra xuv500,2015,diesel,47357,new delhi,luxury suv,manual,2,888632.0,False,739699
1788,maruti vitara brezza,2017,diesel,39891,new delhi,suv,manual,3,616842.0,False,601299
1790,maruti swift dzire,2012,diesel,95472,new delhi,sedan,manual,1,349740.0,False,295099
1791,maruti baleno,2016,diesel,43702,new delhi,hatchback,manual,1,608516.0,True,500499
1792,maruti vitara brezza,2016,diesel,42210,new delhi,suv,manual,2,693275.0,False,655399
1794,maruti swift,2015,diesel,63642,new delhi,hatchback,manual,1,411400.0,False,401199
1795,maruti swift dzire,2012,diesel,68930,new delhi,sedan,manual,1,371700.0,False,312499
1796,hyundai verna,2013,petrol,82296,new delhi,sedan,manual,2,487895.0,False,476099
1797,maruti swift,2014,diesel,64031,new delhi,hatchback,manual,1,455816.0,False,411299
1801,renault kwid,2016,petrol,27806,new delhi,hatchback,manual,2,293049.0,False,270399
1802,maruti s cross,2015,diesel,62123,new delhi,suv,manual,1,570099.0,False,563899
1803,maruti swift dzire,2009,petrol,48058,new delhi,sedan,manual,1,230599.0,False,222499
1804,maruti vitara brezza,2019,diesel,32575,new delhi,suv,manual,1,789304.0,False,739599
1805,maruti vitara brezza,2016,diesel,58586,new delhi,suv,manual,1,689265.0,False,572299
1806,maruti celerio,2015,petrol,64935,new delhi,hatchback,automatic,1,362899.0,False,360199
1809,maruti swift dzire,2012,diesel,72105,new delhi,sedan,manual,1,478902.0,False,374999
1811,toyota etios liva,2013,diesel,67401,new delhi,hatchback,manual,1,361940.0,False,311399
1813,maruti swift dzire,2013,diesel,69171,new delhi,sedan,manual,1,347999.0,False,347199
1815,maruti swift dzire,2012,diesel,75435,new delhi,sedan,manual,1,316838.0,False,307699
1818,maruti vitara brezza,2017,diesel,36073,new delhi,suv,manual,1,794500.0,False,754799
1819,maruti baleno,2017,petrol,82917,new delhi,hatchback,manual,1,472099.0,False,458399
1821,maruti swift dzire,2013,diesel,62602,new delhi,sedan,manual,1,433983.0,False,345799
1824,hyundai creta,2015,petrol,58072,new delhi,suv,manual,1,756565.0,False,738899
1825,hyundai grand i10,2014,petrol,64201,new delhi,hatchback,manual,1,372500.0,False,367199
1826,hyundai creta,2015,petrol,24519,new delhi,suv,manual,2,806430.0,False,783299
1828,hyundai elite i20,2015,petrol,56205,new delhi,hatchback,manual,1,574170.0,False,476499
1829,maruti swift dzire,2008,petrol,110793,new delhi,sedan,manual,1,177199.0,False,169899
1831,hyundai i10,2010,petrol,35644,new delhi,hatchback,manual,1,311247.0,False,292699
1832,renault kwid,2016,petrol,71565,new delhi,hatchback,manual,1,264146.0,False,259699
1833,maruti celerio,2015,diesel,73484,new delhi,hatchback,manual,2,332904.0,False,248899
1837,honda brio,2015,petrol,71317,new delhi,hatchback,manual,3,362691.0,False,271199
1838,maruti vitara brezza,2019,diesel,15424,new delhi,suv,manual,1,844898.0,False,807899
1839,maruti swift dzire,2014,petrol,68299,new delhi,sedan,manual,1,381599.0,False,380699
1841,renault kwid,2017,petrol,32036,new delhi,hatchback,manual,1,342420.0,False,296299
1842,maruti swift dzire,2013,diesel,72772,new delhi,sedan,manual,1,297297.0,False,289799
1844,maruti vitara brezza,2016,diesel,58078,new delhi,suv,manual,1,713424.0,False,689499
1846,maruti alto,2010,petrol,70239,new delhi,hatchback,manual,1,188025.0,False,152499
1847,honda amaze,2015,petrol,62045,new delhi,sedan,manual,1,472849.0,False,449799
1848,honda city,2014,diesel,69029,new delhi,sedan,manual,1,539900.0,False,433699
1850,maruti wagon r 1.0,2014,petrol,53232,new delhi,hatchback,manual,1,337265.0,False,293199
1851,maruti swift,2012,diesel,84352,new delhi,hatchback,manual,1,338893.0,False,326799
1854,maruti eeco,2017,petrol & cng,40514,new delhi,suv,manual,2,350130.0,False,304599
1855,hyundai i10,2011,petrol,66492,new delhi,hatchback,manual,1,269599.0,False,258999
1857,renault duster,2013,diesel,68742,new delhi,suv,manual,1,472966.0,False,411099
1858,maruti zen estilo,2008,petrol,77954,new delhi,hatchback,manual,2,147668.0,False,131999
1859,maruti swift dzire,2014,diesel,66906,new delhi,sedan,manual,2,398599.0,False,391899
1860,maruti ritz,2012,diesel,80575,new delhi,hatchback,manual,2,276420.0,False,239199
1861,hyundai elite i20,2015,diesel,78343,new delhi,hatchback,manual,1,569072.0,False,458499
1862,maruti swift,2015,diesel,82293,new delhi,hatchback,manual,2,410665.0,False,393199
1866,maruti alto,2008,petrol,81636,new delhi,hatchback,manual,1,141694.0,False,124999
1870,honda brio,2013,petrol,71184,new delhi,hatchback,manual,2,334305.0,False,289699
1871,hyundai creta,2016,diesel,59001,new delhi,suv,automatic,1,848972.0,False,791599
1872,toyota etios,2012,diesel,80949,new delhi,sedan,manual,1,328407.0,False,275599
1873,renault duster,2014,diesel,67522,new delhi,suv,manual,2,449677.0,False,409499
1874,skoda rapid,2013,diesel,65866,new delhi,sedan,manual,1,419209.0,False,370299
1878,hyundai eon,2013,petrol,60032,new delhi,hatchback,manual,1,255961.0,False,229399
1879,maruti vitara brezza,2018,diesel,40769,new delhi,suv,manual,1,925071.0,False,736299
1880,maruti swift dzire,2015,diesel,87852,new delhi,sedan,manual,1,451490.0,False,380099
1883,toyota innova,2013,diesel,69047,new delhi,suv,manual,1,652519.0,False,620899
1885,maruti ritz,2010,petrol,114109,new delhi,hatchback,manual,1,228370.0,False,182099
1886,maruti vitara brezza,2019,diesel,38213,new delhi,suv,manual,1,827037.0,False,785999
1887,maruti swift,2012,diesel,80936,new delhi,hatchback,manual,1,395734.0,False,312699
1888,maruti alto 800,2017,petrol & cng,115676,new delhi,hatchback,manual,1,308994.0,False,279999
1889,maruti vitara brezza,2016,diesel,67345,new delhi,suv,manual,1,613909.0,False,612299
