,car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,warranty_avail,sale_price
390,10,2017,2,33205,bengaluru,0.0,0.0,1,498449.0,2,489599
391,8,2013,2,63162,bengaluru,0.0,0.0,1,,2,306000
392,7,2019,2,8940,chennai,0.0,0.0,1,666372.0,2,575099
393,11,2013,2,48861,chennai,2.0,0.0,1,552340.0,2,474499
394,8,2015,4,106123,new delhi,0.0,0.0,1,494399.0,2,480399
395,7,2012,4,113073,gurgaon,0.0,0.0,1,350206.0,2,291999
396,8,2014,2,9571,mumbai,1.0,0.0,1,,2,460899
397,7,2018,2,6662,ahmedabad,0.0,0.0,1,405107.0,2,343299
398,7,2012,4,95321,gurgaon,0.0,0.0,1,441977.0,2,324599
399,7,2018,4,82508,mumbai,2.0,0.0,1,931255.0,2,884399
400,7,2018,2,14275,bengaluru,0.0,0.0,1,405541.0,2,304399
401,6,2016,4,85369,gurgaon,2.0,1.0,1,604142.0,1,522599
402,7,2015,4,171277,hyderabad,0.0,0.0,1,630380.0,2,511499
403,8,2008,0,84985,hyderabad,0.0,0.0,1,,2,166199
404,8,2017,2,14965,chennai,0.0,0.0,1,605424.0,2,533399
405,7,2014,4,88835,new delhi,1.0,0.0,1,447072.0,2,354099
406,10,2014,2,9392,pune,0.0,1.0,1,,2,187599
407,12,2014,4,107465,noida,0.0,0.0,1,486453.0,2,366399
408,8,2017,2,38526,hyderabad,0.0,0.0,2,752839.0,2,623899
409,7,2010,2,72363,new delhi,0.0,0.0,1,,2,202899
410,18,2011,4,90696,pune,3.0,1.0,2,,2,694299
411,19,2014,2,23856,mumbai,3.0,,2,1381500.0,2,1335521
412,7,2017,4,76040,chennai,1.0,1.0,1,788490.0,2,707799
413,10,2019,4,20995,mumbai,2.0,,1,1001500.0,2,973899
414,6,2015,2,23144,hyderabad,0.0,0.0,1,,2,286899
415,5,2015,2,79035,bengaluru,0.0,1.0,1,,2,384699
416,9,2017,2,54562,chennai,2.0,1.0,1,808812.0,2,806099
417,11,2017,2,18510,mumbai,2.0,0.0,1,611701.0,2,606699
418,8,2013,2,22201,bengaluru,0.0,1.0,1,,2,469299
419,6,2017,4,46220,pune,2.0,1.0,1,,2,887499
420,22,2012,4,113771,gurgaon,4.0,1.0,1,,2,1119381
421,8,2016,2,41357,gurgaon,0.0,0.0,1,447283.0,2,352299
422,16,2010,4,233928,mumbai,2.0,0.0,2,,2,536199
423,7,2014,2,23233,hyderabad,0.0,0.0,2,410658.0,2,357399
424,7,2012,2,71968,bengaluru,0.0,0.0,2,310558.0,2,298599
425,8,2008,2,85606,bengaluru,0.0,1.0,1,,2,304599
426,15,2015,4,74825,new delhi,2.0,0.0,1,,2,490000
427,5,2011,2,48380,mumbai,0.0,0.0,2,,2,199699
428,7,2013,2,9676,bengaluru,0.0,0.0,1,,2,299599
429,7,2010,2,57695,hyderabad,0.0,0.0,2,,2,205199
430,7,2010,2,19432,mumbai,0.0,0.0,1,,2,241199
431,7,2010,2,46021,bengaluru,0.0,0.0,2,246799.0,2,246699
432,9,2014,4,90426,new delhi,1.0,0.0,1,593700.0,2,523899
433,12,2015,2,58384,bengaluru,0.0,0.0,2,,2,531899
434,5,2013,2,46281,chennai,0.0,0.0,2,293599.0,2,283099
435,7,2017,2,29115,hyderabad,1.0,0.0,1,,2,664399
436,8,2015,2,36995,hyderabad,0.0,0.0,1,,2,297799
437,7,2017,4,80193,gurgaon,0.0,0.0,1,616621.0,2,581099
438,8,2015,4,78599,pune,2.0,1.0,2,961500.0,2,959399
439,15,2013,4,85256,noida,2.0,0.0,1,494013.0,2,378999
440,7,2007,2,33538,bengaluru,0.0,0.0,1,,2,189599
441,9,2014,2,100187,new delhi,1.0,0.0,2,,2,400099
442,9,2014,4,101866,pune,1.0,0.0,2,,2,531399
443,8,2014,2,50672,lucknow,1.0,0.0,2,461640.0,2,358799
444,7,2015,4,74575,chennai,1.0,0.0,1,624317.0,2,536099
445,12,2015,2,84281,mumbai,0.0,0.0,1,,2,421499
446,7,2014,2,43955,bengaluru,0.0,0.0,1,460995.0,2,387199
447,7,2015,4,72955,ahmedabad,0.0,0.0,2,,2,390000
448,7,2018,2,47051,ahmedabad,1.0,0.0,1,804676.0,2,664599
449,7,2009,4,170681,bengaluru,0.0,0.0,1,,2,313799
450,8,2012,4,109303,new delhi,1.0,0.0,1,430465.0,2,358399
451,7,2014,2,113481,mumbai,0.0,0.0,1,,2,383599
452,7,2013,4,54021,mumbai,2.0,0.0,1,,2,645099
453,7,2019,1,45317,ahmedabad,2.0,0.0,1,454500.0,2,452399
454,11,2011,2,26569,hyderabad,0.0,0.0,1,288405.0,2,263199
455,7,2018,2,30904,new delhi,1.0,,1,869914.0,2,828499
456,7,2018,1,53156,new delhi,0.0,,1,317008.0,2,302099
457,7,2019,2,12583,bengaluru,0.0,0.0,1,704552.0,2,695599
458,11,2015,2,61188,mumbai,2.0,1.0,1,,2,607999
459,8,2009,2,101199,new delhi,0.0,0.0,1,,2,179199
460,8,2009,2,37982,new delhi,0.0,0.0,2,,2,197099
461,7,2014,2,56469,new delhi,1.0,0.0,1,501373.0,2,479999
462,8,2019,2,11855,chennai,0.0,,2,628399.0,2,628299
463,7,2014,2,12720,chennai,0.0,0.0,1,599520.0,2,510899
464,7,2009,2,76508,gurgaon,0.0,0.0,4,,2,195059
465,8,2017,2,14538,ahmedabad,0.0,0.0,1,562151.0,2,478299
466,10,2010,2,53390,ghaziabad,0.0,0.0,2,,2,35000
467,7,2015,2,57036,bengaluru,0.0,0.0,1,492678.0,2,485399
468,7,2017,2,43072,new delhi,0.0,0.0,2,,2,270000
469,9,2020,2,9344,noida,1.0,0.0,1,841107.0,2,685399
470,6,2019,2,7343,bengaluru,0.0,0.0,1,400799.0,2,400699
471,11,2020,4,11371,hyderabad,2.0,0.0,1,1191000.0,2,981199
472,12,2014,2,56316,mumbai,0.0,0.0,1,420299.0,2,420099
473,10,2012,4,107319,pune,1.0,0.0,1,,2,256499
474,11,2017,4,52212,gurgaon,2.0,,1,696000.0,2,692899
475,9,2017,2,37386,mumbai,2.0,0.0,1,,2,727299
476,7,2011,1,109283,ghaziabad,0.0,0.0,1,277763.0,2,274299
477,9,2017,2,89362,hyderabad,1.0,1.0,1,953649.0,2,921799
478,7,2012,2,37135,pune,0.0,0.0,1,,2,295599
479,8,2016,2,22884,ahmedabad,1.0,0.0,1,763539.0,2,618799
480,7,2017,4,43634,hyderabad,2.0,0.0,1,839767.0,2,811699
481,8,2018,4,72527,bengaluru,4.0,1.0,2,1711500.0,2,1651146
482,12,2010,2,42795,pune,0.0,0.0,1,,2,285599
483,9,2014,2,46348,bengaluru,1.0,0.0,1,410500.0,2,408899
484,19,2012,2,98842,mumbai,3.0,0.0,2,,2,1139985
485,8,2016,2,95260,pune,0.0,0.0,1,466112.0,2,453799
486,7,2012,2,28610,bengaluru,0.0,0.0,1,256499.0,2,256399
487,7,2016,2,41120,chennai,0.0,0.0,2,302199.0,2,302099
488,7,2014,4,81540,hyderabad,1.0,0.0,1,643202.0,2,547899
489,10,2016,4,46455,new delhi,1.0,0.0,1,,2,300000
490,7,2013,4,70687,new delhi,0.0,0.0,1,,2,285299
491,7,2011,2,33717,faridabad,0.0,0.0,1,259017.0,2,200799
492,7,2018,1,92405,ahmedabad,2.0,0.0,1,496581.0,2,422299
493,8,2013,2,59555,bengaluru,0.0,1.0,2,454639.0,2,370299
494,7,2014,2,101361,pune,0.0,0.0,2,,2,367399
495,7,2014,2,62642,bengaluru,0.0,0.0,1,,2,410099
496,9,2017,2,52028,new delhi,1.0,0.0,1,,2,850000
497,8,2015,2,26270,ghaziabad,0.0,0.0,1,,2,263999
498,12,2012,2,56032,new delhi,0.0,0.0,2,,2,295299
499,7,2017,4,113808,pune,2.0,0.0,1,708049.0,2,662399
500,8,2015,2,15839,bengaluru,0.0,0.0,1,,2,504799
501,25,2014,4,2288,gurgaon,3.0,1.0,1,,2,3866000
502,5,2014,4,22411,chennai,1.0,0.0,1,488199.0,2,478899
503,8,2010,2,84850,new delhi,0.0,0.0,1,,2,216999
504,7,2020,2,6942,ahmedabad,0.0,0.0,1,368626.0,2,363499
505,6,2015,2,32671,chennai,0.0,0.0,1,345648.0,2,288699
506,8,2015,2,41688,bengaluru,0.0,0.0,1,,2,401999
507,7,2019,2,25469,new delhi,2.0,,1,891500.0,2,874799
508,11,2013,4,90309,ghaziabad,2.0,0.0,3,449173.0,2,383699
509,7,2015,2,5972,mumbai,0.0,0.0,1,377999.0,2,377899
510,9,2016,2,43240,mumbai,1.0,0.0,1,441793.0,2,435599
511,7,2012,2,112871,hyderabad,1.0,0.0,1,472595.0,2,417799
512,12,2019,2,47782,ahmedabad,1.0,,1,544551.0,2,430399
513,8,2015,2,37023,new delhi,0.0,0.0,1,511599.0,2,507799
514,16,2013,4,205697,noida,4.0,0.0,1,1115009.0,2,1105948
515,7,2017,2,23023,bengaluru,0.0,,2,,2,361899
516,9,2015,4,136775,noida,1.0,0.0,1,365626.0,2,291999
517,9,2015,2,72343,mumbai,1.0,0.0,1,376899.0,2,376799
518,8,2011,2,58202,pune,0.0,0.0,2,346499.0,2,337399
519,6,2013,4,81382,mumbai,2.0,0.0,1,476999.0,2,476899
520,7,2015,2,62928,ahmedabad,2.0,0.0,1,669760.0,2,531499
521,7,2012,2,70522,new delhi,0.0,0.0,1,,2,407299
522,8,2010,2,88895,new delhi,0.0,0.0,1,,2,175199
523,8,2015,2,36307,new delhi,0.0,0.0,1,701302.0,2,552599
524,2,2016,2,36414,hyderabad,0.0,0.0,1,,2,200000
525,7,2016,2,16491,mumbai,0.0,1.0,1,721873.0,2,669799
526,8,2010,2,90062,bengaluru,0.0,0.0,1,,2,373299
527,8,2012,2,25375,mumbai,1.0,0.0,1,,2,376799
528,8,2016,4,28787,mumbai,2.0,0.0,1,1059768.0,2,1021411
529,8,2012,2,47840,chennai,0.0,1.0,2,,2,379999
530,7,2008,2,143363,new delhi,1.0,0.0,1,157799.0,2,156899
531,7,2012,2,81759,hyderabad,0.0,0.0,2,239642.0,2,218999
532,11,2019,2,29962,mumbai,2.0,0.0,1,,2,855199
533,7,2010,2,61156,bengaluru,0.0,0.0,1,,2,362699
534,8,2015,4,94412,chennai,2.0,1.0,1,918440.0,2,812499
535,8,2008,2,53131,hyderabad,0.0,0.0,2,,2,205799
536,8,2011,2,35533,hyderabad,0.0,0.0,1,363871.0,2,317399
537,7,2011,2,77761,mumbai,1.0,0.0,2,,2,233699
538,22,2013,4,94895,ghaziabad,3.0,1.0,3,1231133.0,2,1063528
539,9,2008,2,113515,new delhi,1.0,1.0,1,,2,80000
540,8,2012,2,83304,bengaluru,0.0,0.0,1,405199.0,2,405099
541,7,2016,2,45170,bengaluru,0.0,0.0,1,485033.0,2,385499
542,7,2012,2,63009,bengaluru,0.0,0.0,1,,2,470799
543,10,2018,4,24707,ahmedabad,2.0,1.0,1,1417249.0,2,1189172
544,9,2014,4,122250,ghaziabad,1.0,0.0,2,,1,400000
545,7,2015,2,39094,pune,0.0,0.0,2,383299.0,2,383199
546,16,2014,4,80584,noida,2.0,0.0,1,778737.0,2,668299
547,8,2018,4,18794,chennai,2.0,,2,,2,880799
548,7,2015,2,37429,mumbai,1.0,0.0,1,,2,520499
549,7,2013,4,85864,hyderabad,1.0,0.0,2,,2,524399
550,7,2019,4,39910,mumbai,2.0,1.0,2,928699.0,2,928599
551,7,2010,2,47861,new delhi,0.0,0.0,1,,2,264499
552,6,2016,2,14773,bengaluru,0.0,0.0,1,,2,381599
553,9,2014,2,66724,mumbai,1.0,0.0,1,530199.0,2,529899
554,16,2011,1,82523,new delhi,1.0,0.0,2,283741.0,2,252499
555,8,2016,2,27015,hyderabad,0.0,0.0,1,596854.0,2,492199
556,10,2017,2,8280,bengaluru,0.0,0.0,1,,2,542499
557,16,2012,4,300672,mumbai,2.0,0.0,1,,2,540000
558,7,2014,2,73364,new delhi,2.0,0.0,1,609501.0,2,523499
559,8,2016,2,32496,chennai,0.0,1.0,1,576770.0,2,492399
560,8,2008,2,119960,pune,0.0,0.0,2,,2,199299
561,8,2013,0,64318,hyderabad,0.0,0.0,2,359196.0,2,302499
562,8,2010,2,21013,new delhi,0.0,0.0,1,,2,244699
563,13,2011,2,62555,mumbai,3.0,0.0,1,,2,252799
564,12,2010,2,42013,mumbai,1.0,0.0,1,250847.0,2,248999
565,12,2012,2,100609,mumbai,1.0,0.0,1,301299.0,2,301199
566,8,2008,2,82148,pune,0.0,0.0,3,,2,199899
567,16,2014,2,47920,new delhi,1.0,0.0,1,,2,357399
568,10,2018,2,16534,pune,0.0,0.0,1,,2,472599
569,1,2013,4,45258,bengaluru,0.0,0.0,1,,2,259099
570,8,2013,2,50232,pune,0.0,0.0,1,,2,424299
571,11,2016,4,121507,ghaziabad,2.0,0.0,1,,2,503199
572,7,2018,2,41350,bengaluru,0.0,0.0,1,602500.0,2,592499
573,7,2010,2,44505,gurgaon,1.0,0.0,1,313948.0,2,268799
574,12,2015,4,133949,pune,0.0,0.0,1,404199.0,2,403499
575,7,2019,2,4792,ghaziabad,,,1,483347.0,2,473799
576,9,2010,2,93671,pune,1.0,1.0,2,,2,332899
577,9,2007,2,98787,hyderabad,1.0,0.0,2,251999.0,2,251899
578,9,2014,4,122226,hyderabad,1.0,0.0,1,,2,590000
579,8,2018,4,30872,mumbai,2.0,,1,1467528.0,2,1449045
580,9,2014,2,75156,mumbai,1.0,0.0,1,,2,389899
581,7,2015,2,27767,mumbai,0.0,0.0,1,323299.0,2,323099
582,7,2012,2,81861,faridabad,0.0,0.0,1,248776.0,2,186999
583,8,2013,4,41999,new delhi,0.0,0.0,1,438529.0,1,341999
584,7,2013,4,129364,gurgaon,1.0,0.0,1,,2,344799
585,8,2013,2,76084,new delhi,0.0,0.0,1,313158.0,2,312199
586,9,2012,2,99219,new delhi,1.0,0.0,2,365299.0,2,351499
587,13,2012,2,76434,mumbai,3.0,0.0,2,,2,351399
588,7,2009,2,191532,new delhi,1.0,0.0,1,,2,186299
589,7,2013,1,227458,pune,0.0,0.0,1,331048.0,2,274399
590,7,2011,2,36916,new delhi,0.0,0.0,1,294199.0,2,240499
591,7,2016,2,32883,chennai,0.0,0.0,2,341036.0,2,287299
592,7,2017,2,11733,chennai,0.0,0.0,1,432901.0,2,358699
593,8,2009,2,72858,new delhi,0.0,0.0,2,,2,165199
594,8,2016,4,51353,new delhi,2.0,,1,1018151.0,2,837999
595,7,2015,2,48615,ghaziabad,0.0,0.0,1,511999.0,2,415299
596,7,2011,2,36084,mumbai,0.0,0.0,2,,2,273899
597,7,2018,4,65207,hyderabad,0.0,0.0,1,813711.0,2,684199
598,7,2011,2,17980,noida,0.0,0.0,1,321788.0,2,270699
599,8,2016,2,33044,hyderabad,0.0,0.0,2,705914.0,2,570599
600,8,2015,2,15440,kolkata,0.0,0.0,1,,2,337199
601,8,2012,2,88747,chennai,0.0,0.0,1,290399.0,2,290299
602,9,2013,2,51650,new delhi,0.0,0.0,1,,2,274099
603,7,2012,1,47356,new delhi,0.0,0.0,1,,2,235199
604,7,2014,2,65487,chennai,0.0,0.0,1,285025.0,2,259099
605,7,2015,4,114221,hyderabad,0.0,0.0,1,,2,478699
606,16,2011,1,121163,mumbai,3.0,,2,357499.0,2,357399
607,8,2009,2,71126,bengaluru,0.0,0.0,2,,2,300499
608,12,2014,4,70965,chennai,0.0,0.0,1,,2,468999
609,7,2015,4,97868,gurgaon,0.0,0.0,1,411935.0,2,381699
610,11,2014,4,59818,gurgaon,2.0,0.0,1,447549.0,2,435899
611,16,2008,2,81426,mumbai,3.0,,3,,2,223599
612,8,2011,2,73867,hyderabad,0.0,0.0,1,343467.0,2,291599
613,8,2017,2,41831,noida,2.0,0.0,1,,1,949799
614,7,2010,1,107892,ahmedabad,0.0,0.0,3,150980.0,2,133199
615,7,2010,2,101633,new delhi,0.0,0.0,2,,2,233999
616,10,2020,2,3282,pune,0.0,0.0,1,,2,499199
617,8,2013,2,190199,bengaluru,1.0,0.0,1,,2,480799
618,8,2010,1,37321,mumbai,0.0,0.0,2,,2,257999
619,8,2019,4,22902,new delhi,0.0,,1,,2,700000
620,6,2016,2,53414,bengaluru,0.0,0.0,1,,2,352399
621,9,2014,2,171211,new delhi,1.0,0.0,1,506895.0,2,405499
622,16,2012,4,170924,noida,2.0,0.0,1,485798.0,2,483299
623,1,2012,2,15914,mumbai,0.0,0.0,1,,2,182799
624,2,2019,2,18090,new delhi,0.0,0.0,1,249081.0,2,248099
625,7,2016,2,56491,gurgaon,0.0,0.0,1,,2,244399
626,9,2008,2,94396,chennai,1.0,0.0,1,,2,299699
627,7,2013,4,63674,new delhi,1.0,0.0,1,,2,350000
628,8,2017,2,19606,new delhi,0.0,0.0,1,620268.0,2,615799
629,7,2016,2,17477,chennai,1.0,0.0,1,549399.0,2,549299
630,9,2017,2,35805,hyderabad,1.0,0.0,2,919830.0,2,758099
631,7,2013,1,115213,mumbai,0.0,0.0,1,,2,279999
632,7,2012,2,43367,bengaluru,0.0,0.0,2,,2,288599
633,6,2018,2,24199,bengaluru,0.0,,1,,2,395399
634,7,2018,2,12409,new delhi,0.0,1.0,1,,2,396999
635,7,2012,2,50282,bengaluru,0.0,0.0,3,,2,274599
636,8,2010,2,95624,hyderabad,0.0,0.0,3,297599.0,2,297499
637,8,2011,2,55421,hyderabad,0.0,0.0,2,,2,274399
638,8,2011,2,82861,chennai,0.0,0.0,1,331899.0,2,329099
639,15,2014,4,88029,mumbai,2.0,0.0,1,,1,700000
640,7,2014,2,35406,bengaluru,0.0,0.0,1,,2,290399
641,7,2012,4,105522,noida,1.0,0.0,1,391390.0,2,326599
642,9,2011,2,56727,mumbai,1.0,0.0,1,342799.0,2,342699
643,8,2010,2,38567,bengaluru,0.0,0.0,1,312399.0,2,312299
644,8,2019,2,7146,mumbai,0.0,,1,853419.0,2,812999
645,8,2014,4,84647,mumbai,1.0,0.0,1,,2,496099
646,7,2013,4,167408,new delhi,2.0,0.0,1,400370.0,2,391899
647,7,2016,2,18251,chennai,0.0,0.0,2,314499.0,2,305599
648,19,2011,2,81190,ahmedabad,3.0,0.0,3,824409.0,2,669799
649,7,2014,2,63051,pune,1.0,0.0,1,389552.0,2,388799
650,7,2014,2,42968,mumbai,1.0,0.0,1,515525.0,2,439399
651,7,2014,2,45043,chennai,0.0,0.0,2,312810.0,2,272399
652,7,2012,2,33186,bengaluru,0.0,0.0,2,272299.0,2,272199
653,9,2012,2,88489,new delhi,1.0,0.0,2,360686.0,2,355799
654,10,2017,2,46394,new delhi,1.0,0.0,1,406259.0,2,393299
655,6,2013,4,89370,gurgaon,1.0,0.0,1,,2,256999
656,7,2016,1,138691,mumbai,2.0,0.0,1,661174.0,2,655599
657,7,2013,4,69448,pune,0.0,0.0,1,408257.0,2,401899
658,7,2019,2,17518,ahmedabad,0.0,0.0,1,614460.0,2,505799
659,1,2011,2,46479,bengaluru,0.0,0.0,1,,2,248699
660,8,2014,2,41556,pune,0.0,0.0,1,,2,429199
661,7,2017,4,23886,new delhi,0.0,0.0,1,,1,550000
662,8,2012,2,70135,bengaluru,0.0,0.0,1,,2,239199
663,8,2013,2,34999,bengaluru,0.0,0.0,1,,2,481899
664,8,2011,2,38721,faridabad,0.0,0.0,1,166375.0,2,145799
665,8,2009,2,88322,hyderabad,0.0,0.0,1,,2,259199
666,8,2017,2,24433,ghaziabad,0.0,,1,446100.0,2,432299
667,6,2016,2,52417,new delhi,0.0,0.0,2,265240.0,2,219899
668,8,2015,2,99951,mumbai,3.0,1.0,1,612099.0,2,607799
669,12,2014,2,74950,mumbai,1.0,0.0,1,,2,430699
670,23,2019,2,6243,chennai,,,1,1203840.0,2,1041510
671,8,2011,2,44007,new delhi,0.0,0.0,1,,2,264999
672,7,2011,4,181733,pune,0.0,0.0,1,,2,374299
673,7,2008,2,72819,bengaluru,0.0,0.0,3,,2,206499
674,7,2013,4,154164,new delhi,1.0,0.0,1,314899.0,2,310299
675,7,2016,4,101529,new delhi,2.0,0.0,1,,2,647999
676,7,2012,2,12377,pune,0.0,0.0,1,,2,220899
677,8,2011,2,68764,hyderabad,0.0,0.0,2,354490.0,2,293099
678,7,2013,2,43859,chennai,1.0,0.0,1,559636.0,2,482099
679,7,2015,1,68611,pune,0.0,0.0,3,,2,344999
680,7,2009,2,87557,new delhi,0.0,0.0,1,,2,232799
681,7,2019,1,50814,ahmedabad,2.0,0.0,1,530537.0,2,444499
682,7,2017,4,76837,noida,1.0,0.0,1,722277.0,2,565699
683,8,2013,2,66517,mumbai,1.0,0.0,2,397199.0,2,397099
684,8,2015,4,76322,pune,0.0,0.0,1,572799.0,2,572699
685,7,2011,2,31715,mumbai,0.0,0.0,2,,2,179399
686,5,2011,2,137729,chennai,1.0,0.0,1,326292.0,2,307199
687,8,2016,2,14540,pune,0.0,0.0,1,,2,575000
688,7,2015,2,52458,new delhi,0.0,1.0,1,354921.0,2,350599
689,7,2018,2,24627,chennai,0.0,0.0,1,728991.0,2,607899
690,11,2010,4,61379,bengaluru,0.0,0.0,1,,2,301199
691,2,2017,2,16389,hyderabad,0.0,0.0,1,,2,303899
692,7,2007,2,59676,faridabad,0.0,0.0,1,143591.0,2,103599
693,8,2015,2,21236,new delhi,0.0,0.0,1,570102.0,2,567499
694,7,2015,2,47506,pune,0.0,0.0,1,357110.0,1,304399
695,8,2013,4,92521,new delhi,1.0,0.0,3,454404.0,2,359199
696,16,2012,4,190416,mumbai,0.0,0.0,1,,2,306599
697,6,2016,2,62730,pune,0.0,0.0,1,,2,303099
698,8,2012,2,36697,mumbai,0.0,0.0,2,,2,389399
699,2,2017,2,26725,bengaluru,0.0,0.0,1,,2,282399
700,8,2011,2,116983,hyderabad,0.0,0.0,2,,2,247999
701,16,2013,4,73361,new delhi,1.0,0.0,1,,2,320000
702,8,2016,2,24665,gurgaon,0.0,0.0,1,443211.0,2,427299
703,7,2017,2,15251,bengaluru,2.0,0.0,1,,2,384799
704,8,2013,2,49259,bengaluru,1.0,0.0,1,,2,584799
705,7,2016,2,34682,bengaluru,0.0,1.0,3,,2,494999
706,6,2016,2,64939,mumbai,0.0,0.0,2,,2,297899
707,6,2013,4,73503,mumbai,2.0,0.0,2,,2,370999
708,6,2014,4,74016,hyderabad,2.0,0.0,2,581531.0,2,507899
709,16,2012,2,85100,new delhi,0.0,0.0,2,296944.0,2,257999
710,8,2009,2,48964,chennai,0.0,0.0,1,289385.0,2,278699
711,15,2015,4,60362,ghaziabad,2.0,0.0,2,1086296.0,2,865399
712,19,2013,4,41294,noida,3.0,0.0,2,1500895.0,2,1445409
713,7,2016,4,48085,bengaluru,2.0,0.0,1,856445.0,2,825999
714,15,2014,4,97537,mumbai,4.0,0.0,2,694899.0,2,694799
715,7,2019,2,14911,pune,2.0,,1,,2,1012119
716,7,2014,1,174675,mumbai,0.0,0.0,1,,2,307999
717,7,2014,2,50599,bengaluru,0.0,0.0,1,323399.0,2,323299
718,12,2010,4,59580,bengaluru,0.0,0.0,1,,2,371299
719,10,2009,2,42165,hyderabad,1.0,0.0,1,,2,143399
720,7,2010,2,137382,new delhi,0.0,0.0,1,,2,117099
721,7,2014,2,37168,mumbai,0.0,0.0,3,,2,214699
722,7,2014,2,91931,new delhi,0.0,0.0,1,399199.0,2,385399
723,22,2015,4,73656,chennai,4.0,1.0,2,1850363.0,2,1646803
724,8,2012,2,66504,pune,0.0,0.0,2,315099.0,2,314999
725,9,2010,2,85037,mumbai,1.0,0.0,1,,2,301999
726,7,2012,2,29425,bengaluru,0.0,0.0,2,313999.0,2,313899
727,7,2014,2,5383,noida,0.0,0.0,1,297210.0,2,285699
728,13,2009,2,67343,new delhi,3.0,0.0,3,,2,300000
729,8,2013,2,58233,new delhi,1.0,0.0,1,,2,439499
730,6,2017,2,49922,mumbai,2.0,1.0,1,,2,661599
731,8,2008,2,43423,bengaluru,0.0,0.0,1,,2,233099
732,8,2011,2,39597,hyderabad,0.0,0.0,2,338499.0,2,338399
733,8,2015,2,35706,noida,0.0,0.0,1,446910.0,2,431999
734,7,2011,2,70996,bengaluru,0.0,0.0,1,318433.0,2,257199
735,16,2016,4,51851,mumbai,2.0,1.0,2,1711500.0,2,1708615
736,7,2013,1,62965,new delhi,0.0,0.0,1,311899.0,2,298599
737,8,2011,2,52311,bengaluru,0.0,0.0,2,314099.0,2,313999
738,7,2009,2,66777,bengaluru,0.0,0.0,3,213265.0,2,209999
739,7,2015,1,6799,mumbai,0.0,0.0,1,,2,378099
740,7,2014,4,155205,hyderabad,1.0,0.0,2,555158.0,2,476299
741,7,2012,4,120777,noida,1.0,0.0,1,393338.0,2,336299
742,7,2017,2,20149,new delhi,1.0,0.0,2,651424.0,2,508499
743,9,2012,2,51808,mumbai,1.0,1.0,2,442762.0,2,411499
744,19,2013,4,88600,ahmedabad,4.0,0.0,2,867045.0,2,719499
745,7,2011,2,66475,mumbai,0.0,0.0,1,,2,241699
746,7,2010,2,37650,lucknow,0.0,0.0,3,,2,232499
747,7,2010,2,135052,bengaluru,0.0,0.0,2,,2,224999
748,8,2011,2,16261,bengaluru,0.0,0.0,1,,2,334199
749,7,2009,2,70988,new delhi,1.0,0.0,1,243499.0,2,240599
750,15,2010,4,104324,faridabad,1.0,0.0,1,,1,90000
751,9,2006,2,53377,lucknow,,,5,,2,100000
752,7,2012,4,164127,gurgaon,0.0,0.0,1,349028.0,2,273199
753,8,2013,2,44854,gurgaon,0.0,0.0,1,,2,213599
754,8,2014,2,65178,noida,0.0,0.0,1,516184.0,2,420099
755,8,2012,4,108532,mumbai,3.0,,1,,2,488599
756,9,2010,2,113701,new delhi,1.0,0.0,1,,2,353199
757,7,2019,2,2576,chennai,0.0,0.0,1,801992.0,2,648899
758,7,2017,1,47637,mumbai,0.0,0.0,1,,2,400299
759,7,2015,2,11366,pune,0.0,,1,,2,329999
760,15,2016,4,34658,bengaluru,2.0,0.0,1,756030.0,1,534599
761,9,2015,2,38614,bengaluru,1.0,0.0,1,870251.0,2,702299
762,8,2009,0,68306,bengaluru,0.0,0.0,1,240999.0,2,239999
763,10,2016,2,83614,ahmedabad,0.0,0.0,1,380217.0,2,321099
764,7,2010,2,115045,chennai,0.0,0.0,1,243899.0,2,230999
765,9,2011,2,73611,mumbai,1.0,0.0,2,,2,317299
766,7,2013,2,36750,gurgaon,0.0,0.0,1,,2,236999
767,9,2010,2,102047,pune,0.0,0.0,1,249712.0,2,231899
768,8,2009,2,102210,bengaluru,0.0,0.0,3,195000.0,1,181399
769,9,2014,4,68279,new delhi,1.0,0.0,1,,2,325000
770,13,2017,4,38359,pune,1.0,1.0,1,845651.0,2,826299
771,7,2018,1,57877,ahmedabad,0.0,0.0,1,486131.0,2,391699
772,16,2011,2,106451,mumbai,1.0,0.0,2,,2,200000
773,2,2015,2,63585,pune,0.0,0.0,1,224992.0,2,224499
774,7,2011,2,29879,bengaluru,0.0,0.0,2,275950.0,2,223999
775,7,2018,2,32446,ghaziabad,0.0,0.0,1,445790.0,2,358899
776,7,2017,2,8480,mumbai,0.0,1.0,1,575120.0,2,555699
777,13,2014,2,83429,bengaluru,1.0,1.0,1,,2,505999
778,8,2013,2,45714,mumbai,0.0,0.0,1,,2,328599
779,8,2013,4,81344,gurgaon,0.0,0.0,2,310105.0,1,285199
780,7,2015,1,148319,mumbai,2.0,0.0,1,550499.0,2,548299
781,7,2017,2,8865,bengaluru,0.0,0.0,1,,2,480000
782,7,2015,1,207086,ghaziabad,0.0,0.0,2,,2,247799
783,8,2013,2,60133,chennai,0.0,0.0,2,415594.0,2,360699
784,9,2010,2,98807,bengaluru,1.0,1.0,3,,2,388199
785,7,2012,1,41964,mumbai,0.0,0.0,2,,2,259499
