car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,sale_price
hyundai,2010,petrol,53506,bengaluru,hatchback,manual,3,347499,347399
hyundai,2012,petrol,40807,bengaluru,hatchback,manual,1,334199,330899
hyundai,2017,petrol,22418,bengaluru,hatchback,manual,1,,369199
maruti,2014,petrol,54073,bengaluru,hatchback,manual,2,385799,385699
hyundai,2010,petrol,37163,bengaluru,hatchback,manual,1,,318299
hyundai,2014,petrol,26578,bengaluru,hatchback,manual,1,,506199
maruti,2015,petrol,18966,bengaluru,hatchback,manual,1,506099,505899
maruti,2018,petrol,17788,bengaluru,hatchback,manual,1,,404399
maruti,2017,petrol,30029,bengaluru,hatchback,automatic,1,579275,505699
renault,2016,petrol,17171,bengaluru,hatchback,manual,1,,333199
maruti,2017,petrol,12173,bengaluru,hatchback,automatic,1,592829,588699
hyundai,2013,petrol,14965,bengaluru,hatchback,automatic,1,,477099
maruti,2016,petrol,34615,bengaluru,hatchback,manual,1,,614899
maruti,2018,petrol,6428,bengaluru,hatchback,,1,520975,410599
maruti,2014,petrol,26028,bengaluru,hatchback,automatic,1,,435099
maruti,2010,diesel,48994,bengaluru,hatchback,manual,1,411773,406399
maruti,2010,petrol,43249,bengaluru,hatchback,manual,2,225599,225499
renault,2016,petrol,20505,bengaluru,hatchback,manual,2,,325399
honda,2015,petrol,9075,bengaluru,sedan,manual,1,,468099
hyundai,2011,petrol,45165,bengaluru,hatchback,manual,2,,415099
maruti,2017,petrol,12021,bengaluru,sedan,automatic,1,910601,713199
tata,2015,petrol,21822,bengaluru,hatchback,manual,2,,200699
maruti,2017,petrol,13001,bengaluru,hatchback,manual,1,681522,672199
renault,2016,petrol,46013,bengaluru,hatchback,manual,1,343299,343199
mahindra,2016,diesel,38594,bengaluru,suv,manual,1,408199,408099
hyundai,2011,petrol,53572,bengaluru,hatchback,manual,1,385699,385599
maruti,2012,petrol,59747,bengaluru,hatchback,automatic,1,,304999
hyundai,2017,petrol,15075,bengaluru,hatchback,,1,,608899
renault,2016,petrol,29645,bengaluru,hatchback,manual,1,,315099
hyundai,2011,petrol,69819,bengaluru,hatchback,manual,2,,246199
toyota,2008,petrol,55593,bengaluru,luxury sedan,,2,,394699
renault,2016,petrol,30759,bengaluru,hatchback,manual,2,,369099
maruti,2016,petrol,42195,bengaluru,hatchback,manual,1,,454199
hyundai,2015,petrol,19346,bengaluru,hatchback,manual,1,501935,492699
hyundai,2014,petrol,56757,bengaluru,hatchback,manual,1,,270199
hyundai,2015,petrol,23841,bengaluru,hatchback,manual,1,,458599
maruti,2014,petrol,14670,bengaluru,sedan,manual,1,,575899
hyundai,2015,petrol,14867,bengaluru,hatchback,manual,1,497405,494199
maruti,2011,petrol,53404,bengaluru,hatchback,manual,2,422274,409499
maruti,2012,petrol,16071,bengaluru,hatchback,manual,2,,298999
maruti,2013,petrol,22219,bengaluru,hatchback,manual,2,,293299
maruti,2008,petrol,45476,bengaluru,hatchback,manual,1,226645,190399
toyota,2011,petrol,54931,bengaluru,hatchback,manual,1,368899,368799
hyundai,2016,petrol,30190,bengaluru,hatchback,manual,2,,631999
maruti,2012,petrol,60223,bengaluru,hatchback,manual,1,,311099
hyundai,2010,petrol,43402,bengaluru,hatchback,manual,3,,283299
maruti,2012,petrol,34268,bengaluru,hatchback,manual,2,,290499
tata,2017,petrol,12804,bengaluru,hatchback,automatic,2,,268099
maruti,2017,petrol,21187,bengaluru,hatchback,,1,,425699
hyundai,2010,petrol,49583,bengaluru,hatchback,manual,1,,366799
maruti,2010,petrol,47758,bengaluru,hatchback,manual,1,261699,261599
renault,2016,petrol,29788,bengaluru,hatchback,manual,1,,376899
maruti,2010,petrol,46535,bengaluru,hatchback,manual,1,209199,206599
maruti,2008,petrol,33618,bengaluru,hatchback,manual,2,197799,197699
maruti,2019,petrol,13902,bengaluru,suv,manual,1,,464799
renault,2016,petrol,39669,bengaluru,hatchback,manual,2,,307099
renault,2017,petrol,29546,bengaluru,hatchback,,2,331099,330999
hyundai,2008,petrol,40542,bengaluru,hatchback,manual,3,,184299
hyundai,2016,petrol,22110,bengaluru,hatchback,automatic,1,,574199
hyundai,2014,petrol,33972,bengaluru,hatchback,manual,1,,502399
maruti,2011,petrol,59096,bengaluru,hatchback,manual,2,,400799
renault,2016,petrol,15874,bengaluru,hatchback,manual,1,,389899
hyundai,2010,petrol,49994,bengaluru,hatchback,manual,1,,332899
hyundai,2011,petrol,59735,bengaluru,hatchback,manual,3,,334699
hyundai,2011,petrol,51746,bengaluru,hatchback,manual,1,359499,359399
tata,2016,petrol,19280,bengaluru,hatchback,automatic,2,,247599
hyundai,2013,petrol,24570,bengaluru,hatchback,manual,1,,463399
maruti,2012,petrol,59253,bengaluru,hatchback,manual,1,288537,243699
maruti,2016,petrol,3546,bengaluru,hatchback,manual,1,,637399
hyundai,2016,petrol,19472,bengaluru,hatchback,manual,1,542000,507499
maruti,2012,petrol,60412,bengaluru,hatchback,manual,1,404589,323499
maruti,2016,petrol,36800,bengaluru,hatchback,manual,1,,353199
maruti,2016,petrol,7113,bengaluru,hatchback,manual,1,,481399
hyundai,2010,petrol,36981,bengaluru,hatchback,manual,1,,343299
maruti,2015,petrol,27835,bengaluru,hatchback,manual,1,,339199
maruti,2014,petrol,24268,bengaluru,hatchback,manual,1,627330,532799
toyota,2017,petrol,35447,bengaluru,hatchback,manual,2,,493799
hyundai,2011,petrol,34450,bengaluru,hatchback,manual,1,,268599
renault,2016,petrol,30523,bengaluru,hatchback,manual,1,,383599
hyundai,2013,petrol,46057,bengaluru,hatchback,automatic,1,,431199
hyundai,2012,petrol,39970,bengaluru,hatchback,manual,2,,356999
maruti,2014,petrol,34163,bengaluru,hatchback,manual,2,,367199
maruti,2013,petrol,45342,bengaluru,hatchback,manual,3,,435999
chevrolet,2009,petrol,20028,bengaluru,hatchback,manual,1,,198099
hyundai,2013,petrol,44121,bengaluru,hatchback,manual,2,,353999
hyundai,2011,petrol,48576,bengaluru,hatchback,automatic,2,,356399
hyundai,2016,petrol,28797,bengaluru,hatchback,manual,2,586861,583399
hyundai,2010,petrol,42056,bengaluru,hatchback,manual,2,,391499
hyundai,2010,petrol,40429,bengaluru,hatchback,manual,1,303299,302699
maruti,2011,petrol,39169,bengaluru,hatchback,manual,1,,286799
maruti,2014,petrol,35551,bengaluru,hatchback,manual,2,,287599
tata,2014,petrol,38527,bengaluru,hatchback,manual,1,,178799
hyundai,2011,petrol,10967,bengaluru,hatchback,manual,1,,281899
tata,2015,petrol,5839,bengaluru,hatchback,automatic,2,,283799
hyundai,2017,petrol,26189,bengaluru,hatchback,manual,3,,313099
hyundai,2008,petrol & lpg,60152,bengaluru,hatchback,manual,1,,238599
hyundai,2011,petrol,65735,bengaluru,hatchback,manual,3,,354799
renault,2017,petrol,24005,bengaluru,hatchback,,1,382899,382799
maruti,2017,petrol,28486,bengaluru,,,2,,332199
hyundai,2015,petrol,50622,bengaluru,hatchback,manual,2,514077,507099
maruti,2014,petrol,51984,bengaluru,hatchback,manual,1,360440,319199
hyundai,2012,petrol,37867,bengaluru,hatchback,manual,2,,295099
maruti,2017,petrol,23044,bengaluru,hatchback,automatic,1,,510699
maruti,2011,petrol,60921,bengaluru,hatchback,manual,2,,374799
hyundai,2015,petrol,35751,bengaluru,hatchback,manual,1,516328,504399
maruti,2014,petrol,34483,bengaluru,hatchback,manual,1,,515799
maruti,2011,petrol,38847,bengaluru,hatchback,manual,2,,258199
maruti,2013,petrol,58454,bengaluru,hatchback,manual,2,330899,330799
maruti,2010,petrol,25549,bengaluru,hatchback,manual,1,,293299
maruti,2015,petrol,59844,bengaluru,hatchback,automatic,1,455640,393299
maruti,2010,petrol,57869,bengaluru,hatchback,manual,1,370299,370199
maruti,2017,petrol,23536,bengaluru,hatchback,manual,1,,514799
honda,2015,petrol,40621,bengaluru,suv,manual,1,524899,504899
honda,2014,petrol,20078,bengaluru,sedan,manual,1,,659499
renault,2017,petrol,32578,bengaluru,hatchback,,1,459768,360699
maruti,2017,petrol,24945,bengaluru,hatchback,,1,567063,554899
maruti,2017,petrol,9679,bengaluru,hatchback,manual,1,705123,677799
maruti,2010,petrol,24045,bengaluru,hatchback,manual,2,,207199
maruti,2010,petrol,54397,bengaluru,hatchback,manual,2,,291499
hyundai,2010,petrol,23373,bengaluru,hatchback,manual,1,324599,324499
toyota,2012,diesel,47671,bengaluru,sedan,manual,1,,439299
hyundai,2014,petrol,36253,bengaluru,hatchback,manual,1,,294899
hyundai,2015,petrol,30533,bengaluru,sedan,manual,1,,489299
maruti,2012,petrol,48891,bengaluru,hatchback,manual,1,,260199
hyundai,2011,petrol,76229,bengaluru,hatchback,manual,1,,402999
hyundai,2009,petrol,52710,bengaluru,hatchback,manual,3,,204799
volkswagen,2014,petrol,21527,bengaluru,hatchback,manual,1,,543599
maruti,2014,petrol,41623,bengaluru,sedan,manual,1,,539699
hyundai,2008,petrol,67059,bengaluru,hatchback,manual,3,196299,196199
hyundai,2009,petrol,26687,bengaluru,hatchback,automatic,1,396140,314499
maruti,2014,petrol,46468,bengaluru,hatchback,manual,2,366099,365999
maruti,2016,petrol,13181,bengaluru,hatchback,manual,1,636964,628199
toyota,2016,petrol,33185,bengaluru,hatchback,manual,1,642590,522099
hyundai,2014,petrol,52726,bengaluru,hatchback,manual,3,403844,401099
maruti,2016,petrol,31528,bengaluru,hatchback,manual,1,628448,620599
maruti,2015,petrol,47468,bengaluru,hatchback,manual,1,387099,386999
maruti,2012,petrol,39236,bengaluru,hatchback,manual,1,,483599
hyundai,2016,petrol,26486,bengaluru,hatchback,manual,1,,473999
maruti,2018,petrol,3642,bengaluru,hatchback,manual,1,684002,658899
hyundai,2010,petrol,27225,bengaluru,hatchback,manual,1,308999,308899
toyota,2012,diesel,62639,bengaluru,sedan,manual,2,,424199
hyundai,2015,petrol,12903,bengaluru,hatchback,manual,2,647932,638599
hyundai,2014,petrol,27253,bengaluru,hatchback,manual,1,,321599
maruti,2017,petrol,17602,bengaluru,hatchback,manual,1,,612699
hyundai,2010,petrol,56045,bengaluru,hatchback,manual,2,,383099
maruti,2011,petrol,62420,bengaluru,hatchback,manual,1,,392899
maruti,2008,petrol,73710,bengaluru,hatchback,manual,1,227945,187799
hyundai,2010,petrol,67770,bengaluru,hatchback,manual,3,,228599
hyundai,2011,petrol,63546,bengaluru,hatchback,manual,1,273399,273299
maruti,2018,petrol,28457,bengaluru,suv,manual,1,392799,392699
tata,2017,petrol,50292,bengaluru,hatchback,manual,1,561750,471199
maruti,2013,petrol,52421,bengaluru,hatchback,manual,1,,389799
hyundai,2015,petrol,39456,bengaluru,hatchback,manual,1,,444799
maruti,2018,petrol,21352,bengaluru,sedan,manual,1,,681399
hyundai,2013,diesel,78618,bengaluru,hatchback,manual,1,403299,403199
maruti,2012,petrol,64058,bengaluru,hatchback,manual,1,309703,263099
hyundai,2015,petrol,44930,bengaluru,hatchback,manual,1,,616199
hyundai,2009,petrol,66948,bengaluru,hatchback,automatic,3,267099,266999
maruti,2013,petrol,23401,bengaluru,hatchback,manual,1,406850,352699
maruti,2011,petrol,66875,bengaluru,hatchback,manual,1,,268199
maruti,2009,petrol,43770,bengaluru,hatchback,manual,1,,226399
maruti,2014,petrol,43290,bengaluru,hatchback,manual,3,,342299
hyundai,2014,diesel,62516,bengaluru,hatchback,manual,1,678500,599099
maruti,2011,diesel,107079,bengaluru,hatchback,manual,1,366599,366499
hyundai,2013,petrol,50364,bengaluru,sedan,manual,2,,552799
hyundai,2010,petrol,35835,bengaluru,hatchback,manual,1,,353799
tata,2016,petrol,31828,bengaluru,hatchback,manual,1,,197599
volkswagen,2013,diesel,56244,bengaluru,hatchback,manual,3,343999,343899
maruti,2016,petrol,39227,bengaluru,,,1,312840,265599
maruti,2011,petrol,63550,bengaluru,hatchback,manual,3,,222999
honda,2015,petrol,50210,bengaluru,sedan,manual,1,,658299
honda,2011,petrol,74354,bengaluru,sedan,manual,1,,484399
maruti,2013,petrol,22236,bengaluru,sedan,,1,598956,470699
maruti,2015,diesel,47724,bengaluru,suv,manual,1,803423,786899
tata,2015,petrol,35074,bengaluru,hatchback,automatic,1,,247699
hyundai,2019,petrol,16097,bengaluru,hatchback,manual,2,750402,721099
honda,2010,petrol,64985,bengaluru,sedan,manual,1,,421999
chevrolet,2012,petrol,30968,bengaluru,hatchback,manual,1,,250899
honda,2018,petrol,19150,bengaluru,sedan,,1,711199,711099
tata,2017,petrol,32330,bengaluru,hatchback,manual,1,,519099
ford,2012,diesel,43307,bengaluru,hatchback,manual,2,,355899
renault,2016,petrol,51712,bengaluru,hatchback,manual,2,,284199
hyundai,2011,petrol,71654,bengaluru,hatchback,manual,3,,380399
maruti,2015,petrol,36647,bengaluru,suv,manual,1,,401099
hyundai,2010,petrol,65697,bengaluru,hatchback,manual,1,,349299
maruti,2013,petrol,53166,bengaluru,sedan,,1,,442399
maruti,2016,petrol,39609,bengaluru,hatchback,manual,1,,586499
hyundai,2012,petrol,65435,bengaluru,hatchback,manual,1,,252699
hyundai,2019,petrol,6430,bengaluru,hatchback,,1,740072,717699
maruti,2018,petrol,9948,bengaluru,hatchback,automatic,2,666276,641899
maruti,2010,petrol,99476,bengaluru,hatchback,manual,2,240676,198999
ford,2010,petrol,72728,bengaluru,hatchback,manual,2,,259499
hyundai,2012,petrol,52419,bengaluru,hatchback,manual,2,,338199
maruti,2009,petrol,43468,bengaluru,hatchback,manual,2,283090,241999
maruti,2014,petrol,51232,bengaluru,hatchback,manual,1,,519999
hyundai,2009,petrol,45611,bengaluru,hatchback,manual,1,,259999
maruti,2015,petrol,40944,bengaluru,hatchback,manual,1,548309,537599
maruti,2019,petrol,10705,bengaluru,hatchback,manual,1,663206,643399
hyundai,2012,petrol,61801,bengaluru,hatchback,manual,1,532500,448199
hyundai,2019,petrol,21040,bengaluru,hatchback,,1,840855,667199
honda,2015,petrol,32984,bengaluru,hatchback,manual,2,,474599
hyundai,2009,petrol,44610,bengaluru,hatchback,manual,2,,262499
tata,2013,petrol,63792,bengaluru,hatchback,manual,1,,134899
maruti,2019,petrol,19013,bengaluru,,,1,624405,503099
maruti,2010,petrol,59671,bengaluru,hatchback,manual,3,,227599
maruti,2016,petrol,35352,bengaluru,hatchback,manual,1,,559899
maruti,2016,petrol,43664,bengaluru,,,1,,297499
chevrolet,2010,petrol,47003,bengaluru,hatchback,manual,1,,234699
hyundai,2010,petrol,40200,bengaluru,hatchback,automatic,1,,379499
maruti,2010,petrol,88390,bengaluru,hatchback,manual,2,349016,287399
maruti,2013,diesel,53702,bengaluru,sedan,manual,2,493699,493599
hyundai,2011,petrol,61322,bengaluru,hatchback,manual,1,,353999
hyundai,2013,petrol,43825,bengaluru,sedan,manual,2,,565599
volkswagen,2013,petrol,45204,bengaluru,hatchback,automatic,1,,642599
maruti,2010,petrol,42705,bengaluru,hatchback,manual,2,,263299
honda,2015,petrol,22337,bengaluru,sedan,manual,1,716111,713899
maruti,2013,diesel,48132,bengaluru,sedan,manual,1,,511599
maruti,2012,petrol,42779,bengaluru,hatchback,manual,2,,484199
maruti,2018,petrol,16598,bengaluru,sedan,,1,830699,830599
maruti,2014,petrol,50960,bengaluru,sedan,manual,2,,498799
maruti,2012,petrol,46403,bengaluru,suv,manual,2,,339299
hyundai,2008,petrol,41350,bengaluru,hatchback,manual,2,,232299
maruti,2017,petrol,14962,bengaluru,hatchback,manual,2,637708,634899
maruti,2017,petrol,30068,bengaluru,hatchback,manual,1,645384,635999
maruti,2013,petrol,38521,bengaluru,sedan,manual,1,539318,515099
chevrolet,2010,petrol,33225,bengaluru,hatchback,manual,2,,232699
hyundai,2007,petrol,79620,bengaluru,hatchback,manual,3,246570,209499
maruti,2018,petrol,22678,bengaluru,hatchback,manual,1,634066,629999
maruti,2008,petrol,45812,bengaluru,hatchback,manual,2,,217399
maruti,2011,diesel,71585,bengaluru,hatchback,manual,2,,363699
maruti,2010,petrol,56300,bengaluru,hatchback,manual,1,,259099
maruti,2015,petrol,53989,bengaluru,hatchback,manual,1,,316799
hyundai,2011,petrol,73153,bengaluru,hatchback,manual,1,,336199
maruti,2013,petrol,58907,bengaluru,hatchback,manual,2,,377899
hyundai,2010,petrol,55232,bengaluru,hatchback,manual,1,,391199
maruti,2018,petrol,29928,bengaluru,hatchback,manual,1,,393399
maruti,2019,diesel,4566,bengaluru,suv,manual,1,1034480,900799
honda,2017,petrol,22899,bengaluru,hatchback,automatic,1,726337,712899
volkswagen,2012,petrol,41418,bengaluru,hatchback,manual,2,,500899
maruti,2014,petrol,65190,bengaluru,hatchback,manual,1,349016,303899
honda,2018,diesel,36367,bengaluru,sedan,,1,791026,777199
maruti,2012,diesel,74010,bengaluru,sedan,manual,1,543381,445299
hyundai,2008,petrol,66836,bengaluru,sedan,manual,2,,274099
maruti,2012,petrol,68156,bengaluru,hatchback,manual,2,284130,238699
maruti,2019,petrol,21250,bengaluru,hatchback,manual,1,,666699
maruti,2009,petrol,45139,bengaluru,hatchback,manual,1,239899,239799
maruti,2013,petrol,56518,bengaluru,sedan,manual,2,555900,484299
hyundai,2010,petrol,61105,bengaluru,hatchback,manual,1,,428399
maruti,2014,petrol,59761,bengaluru,hatchback,manual,1,492439,486499
hyundai,2015,petrol,41499,bengaluru,hatchback,manual,1,,556299
ford,2011,petrol,66451,bengaluru,hatchback,manual,1,,287199
honda,2012,petrol,45163,bengaluru,sedan,manual,2,,466499
honda,2014,petrol,48559,bengaluru,sedan,manual,1,612299,612199
honda,2012,petrol,48171,bengaluru,hatchback,manual,1,,369799
hyundai,2007,petrol,104893,bengaluru,hatchback,manual,1,185399,183499
volkswagen,2015,petrol,57353,bengaluru,hatchback,manual,1,,494299
maruti,2015,diesel,53684,bengaluru,suv,manual,2,,684999
maruti,2009,petrol,65823,bengaluru,hatchback,manual,2,,232299
maruti,2013,petrol,70555,bengaluru,hatchback,manual,2,283637,244899
maruti,2013,petrol,72925,bengaluru,hatchback,manual,1,,389399
maruti,2017,petrol,34120,bengaluru,sedan,manual,1,685976,668199
hyundai,2008,petrol,68811,bengaluru,hatchback,manual,1,260599,260499
hyundai,2016,diesel,46454,bengaluru,hatchback,manual,1,,731099
renault,2019,petrol,5436,bengaluru,suv,,1,,661199
hyundai,2009,petrol,85871,bengaluru,hatchback,manual,2,278499,275499
renault,2013,diesel,60187,bengaluru,suv,manual,1,,629899
honda,2015,petrol,49959,bengaluru,hatchback,manual,2,,490999
maruti,2012,petrol,81811,bengaluru,hatchback,manual,1,266299,266199
maruti,2016,petrol,45087,bengaluru,hatchback,manual,1,568449,551899
maruti,2017,petrol,22556,bengaluru,sedan,automatic,2,,720399
maruti,2009,petrol,57357,bengaluru,hatchback,manual,1,246897,186899
maruti,2010,petrol,118439,bengaluru,hatchback,manual,1,,295499
maruti,2011,petrol,42491,bengaluru,hatchback,manual,1,,283299
maruti,2019,petrol,19006,bengaluru,hatchback,manual,1,,535199
hyundai,2014,petrol,26036,bengaluru,hatchback,manual,1,,529799
maruti,2010,petrol,69401,bengaluru,hatchback,manual,1,,349599
hyundai,2014,petrol,56580,bengaluru,hatchback,manual,1,557772,477799
hyundai,2009,petrol,42203,bengaluru,hatchback,manual,2,,298899
renault,2018,petrol,32733,bengaluru,hatchback,,1,503133,414099
maruti,2014,petrol,57275,bengaluru,hatchback,manual,1,367899,367799
maruti,2011,petrol,66167,bengaluru,hatchback,manual,1,,274999
maruti,2008,petrol,60195,bengaluru,hatchback,manual,2,,216999
honda,2018,petrol,11839,bengaluru,hatchback,manual,1,756104,731399
maruti,2011,petrol,46746,bengaluru,hatchback,manual,2,,281699
hyundai,2012,petrol,82823,bengaluru,hatchback,manual,1,,381599
hyundai,2012,petrol,69377,bengaluru,hatchback,manual,1,,344299
maruti,2009,petrol,49308,bengaluru,sedan,manual,1,,394099
maruti,2013,petrol,77367,bengaluru,hatchback,manual,1,,345499
maruti,2018,diesel,23374,bengaluru,suv,manual,1,936535,891899
maruti,2009,petrol,54431,bengaluru,hatchback,manual,1,300599,300499
hyundai,2014,petrol,89674,bengaluru,sedan,manual,1,,449999
maruti,2010,petrol,77711,bengaluru,hatchback,manual,2,,250399
maruti,2019,petrol,7600,bengaluru,hatchback,manual,1,698117,673299
volkswagen,2017,diesel,38584,bengaluru,sedan,automatic,3,630667,609099
maruti,2014,petrol,64614,bengaluru,sedan,manual,1,,493799
hyundai,2018,petrol,33951,bengaluru,hatchback,manual,1,741802,709999
maruti,2013,petrol,56462,bengaluru,hatchback,manual,1,,389099
maruti,2018,diesel,16556,bengaluru,suv,automatic,1,962192,910199
renault,2015,diesel,77939,bengaluru,suv,manual,3,,640799
volkswagen,2018,petrol,14516,bengaluru,hatchback,manual,1,1062548,921499
maruti,2019,petrol,10442,bengaluru,hatchback,manual,1,514165,508799
hyundai,2012,diesel,95289,bengaluru,hatchback,manual,1,,413499
hyundai,2011,diesel,127738,bengaluru,hatchback,manual,1,330399,330299
maruti,2008,petrol,84335,bengaluru,hatchback,manual,1,172299,172199
maruti,2016,diesel,61270,bengaluru,hatchback,manual,1,696360,690999
maruti,2019,petrol,7641,bengaluru,hatchback,manual,1,663463,630399
maruti,2011,petrol,76052,bengaluru,hatchback,manual,2,,362899
hyundai,2019,petrol,3391,bengaluru,hatchback,,2,657445,637599
hyundai,2008,petrol,87637,bengaluru,hatchback,manual,3,,251999
ford,2019,petrol,21554,bengaluru,sedan,,1,651500,614799
hyundai,2009,petrol,102544,bengaluru,hatchback,manual,2,301773,263499
maruti,2008,petrol,71113,bengaluru,hatchback,manual,2,210415,168499
maruti,2016,diesel,48833,bengaluru,hatchback,manual,1,,609499
hyundai,2007,petrol,82791,bengaluru,hatchback,manual,1,200199,198299
honda,2017,petrol,14164,bengaluru,hatchback,automatic,1,737350,728499
ford,2013,diesel,90057,bengaluru,hatchback,manual,1,,298099
maruti,2014,diesel,64332,bengaluru,sedan,manual,3,503250,413899
maruti,2018,petrol,28249,bengaluru,sedan,automatic,1,651355,641999
maruti,2011,petrol,65270,bengaluru,hatchback,manual,1,,365399
maruti,2011,petrol,81119,bengaluru,hatchback,manual,1,,381099
maruti,2010,petrol,85595,bengaluru,hatchback,manual,1,342471,284999
maruti,2011,petrol,64152,bengaluru,hatchback,manual,1,,286199
maruti,2014,diesel,61970,bengaluru,hatchback,manual,2,,483399
hyundai,2009,petrol,60745,bengaluru,hatchback,manual,2,,337899
maruti,2010,petrol,78605,bengaluru,hatchback,manual,1,,356899
maruti,2010,diesel,87033,bengaluru,hatchback,manual,3,,307499
hyundai,2015,petrol,43106,bengaluru,hatchback,manual,1,,565999
volkswagen,2015,petrol,37437,bengaluru,hatchback,manual,1,,517099
maruti,2013,diesel,86307,bengaluru,hatchback,manual,1,,513299
hyundai,2016,diesel,44970,bengaluru,hatchback,manual,1,696043,681199
hyundai,2011,petrol,71708,bengaluru,hatchback,manual,2,,348899
hyundai,2018,petrol,26118,bengaluru,hatchback,manual,1,739524,730199
maruti,2017,diesel,40163,bengaluru,hatchback,manual,1,652282,625099
volkswagen,2018,petrol,13259,bengaluru,hatchback,manual,1,1092508,912099
hyundai,2009,petrol,65199,bengaluru,hatchback,manual,3,,280299
volkswagen,2011,diesel,124220,bengaluru,sedan,manual,2,335999,335899
hyundai,2010,petrol,88825,bengaluru,hatchback,manual,1,,393799
maruti,2016,diesel,50069,bengaluru,hatchback,manual,1,,655799
volkswagen,2018,petrol,30455,bengaluru,hatchback,manual,1,1007591,844799
hyundai,2009,petrol,63634,bengaluru,hatchback,automatic,1,,320699
honda,2019,petrol,21305,bengaluru,sedan,manual,2,887656,853999
hyundai,2011,petrol,77484,bengaluru,hatchback,manual,1,259290,228199
maruti,2019,petrol,13444,bengaluru,sedan,automatic,1,,719299
hyundai,2013,diesel,73374,bengaluru,hatchback,manual,1,440799,440699
maruti,2017,diesel,64317,bengaluru,suv,manual,1,,884599
maruti,2019,petrol,2974,bengaluru,suv,manual,1,,498299
hyundai,2018,diesel,43620,bengaluru,hatchback,manual,1,,753399
maruti,2009,petrol,102742,bengaluru,hatchback,manual,1,236300,200199
maruti,2018,diesel,25004,bengaluru,suv,automatic,1,1007480,994099
hyundai,2009,petrol,85451,bengaluru,hatchback,manual,1,,276899
maruti,2007,petrol,47752,bengaluru,hatchback,manual,2,,191799
hyundai,2012,petrol,96495,bengaluru,hatchback,manual,1,,299199
maruti,2009,petrol,94064,bengaluru,hatchback,manual,1,,233399
ford,2010,petrol,107442,bengaluru,hatchback,manual,3,,219899
maruti,2013,diesel,69231,bengaluru,sedan,manual,1,488569,483399
fiat,2013,diesel,96486,bengaluru,hatchback,manual,2,,284399
hyundai,2011,petrol,108720,bengaluru,hatchback,manual,1,,324999
maruti,2015,diesel,59917,bengaluru,sedan,,1,682506,555099
maruti,2009,petrol,71441,bengaluru,hatchback,manual,1,,256799
hyundai,2013,petrol,71850,bengaluru,hatchback,manual,1,,408499
hyundai,2009,petrol,88231,bengaluru,hatchback,manual,1,270999,270899
maruti,2017,petrol,72907,bengaluru,hatchback,automatic,1,,442099
hyundai,2008,petrol & lpg,67270,bengaluru,hatchback,manual,1,224099,223999
maruti,2010,petrol,86200,bengaluru,sedan,manual,2,,314499
maruti,2008,petrol,79647,bengaluru,hatchback,manual,3,262299,262199
honda,2019,petrol,3478,bengaluru,sedan,manual,1,982444,942299
nissan,2010,petrol,67928,bengaluru,hatchback,manual,1,,275699
chevrolet,2013,petrol,61950,bengaluru,hatchback,manual,1,255599,255499
hyundai,2011,petrol,41502,bengaluru,sedan,manual,1,,503299
maruti,2016,petrol,52584,bengaluru,hatchback,automatic,1,412799,412699
toyota,2019,petrol,12672,bengaluru,sedan,manual,1,806499,800199
hyundai,2016,diesel,56435,bengaluru,hatchback,manual,1,,674499
ford,2014,petrol,63766,bengaluru,suv,automatic,2,628099,618499
volkswagen,2016,petrol,53799,bengaluru,hatchback,manual,1,,570499
ford,2015,diesel,69479,bengaluru,suv,manual,1,726163,712999
volkswagen,2018,petrol,15934,bengaluru,hatchback,manual,1,951411,903499
renault,2019,petrol,30902,bengaluru,suv,,1,841500,834899
hyundai,2018,petrol,31913,bengaluru,sedan,manual,1,884134,878099
renault,2017,petrol,30059,bengaluru,suv,manual,2,,710799
maruti,2009,petrol,67415,bengaluru,hatchback,manual,2,,219499
hyundai,2007,petrol,72432,bengaluru,hatchback,manual,2,228799,225499
maruti,2017,diesel,55499,bengaluru,sedan,manual,1,674905,666699
maruti,2013,petrol,59930,bengaluru,hatchback,manual,1,409611,335399
ford,2018,petrol,40179,bengaluru,suv,,1,945443,919099
renault,2016,petrol,68833,bengaluru,hatchback,manual,1,289499,289399
maruti,2017,petrol,57992,bengaluru,hatchback,automatic,1,463311,461099
hyundai,2014,diesel,128553,bengaluru,hatchback,manual,1,,466399
hyundai,2010,petrol,67892,bengaluru,hatchback,manual,1,,327199
maruti,2017,petrol,45025,bengaluru,hatchback,manual,1,425493,419299
hyundai,2010,petrol,72693,bengaluru,hatchback,manual,2,,356899
maruti,2015,diesel,56672,bengaluru,suv,manual,1,662999,662899
maruti,2015,petrol,69826,bengaluru,sedan,manual,1,,557799
toyota,2015,diesel,78800,bengaluru,suv,manual,2,1289273,1261387
fiat,2009,petrol,56137,bengaluru,hatchback,manual,1,,269199
ford,2014,petrol,62745,bengaluru,suv,automatic,1,,686599
hyundai,2018,petrol,22993,bengaluru,hatchback,manual,2,,720599
maruti,2018,diesel,27039,bengaluru,suv,,1,947968,909599
hyundai,2012,diesel,119610,bengaluru,hatchback,manual,1,,376099
hyundai,2007,petrol,69390,bengaluru,hatchback,manual,2,228420,207599
honda,2017,petrol,19307,bengaluru,sedan,manual,1,,777199
mahindra,2017,diesel,30589,bengaluru,suv,manual,2,790399,790299
