car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,sale_price
hyundai,2015,petrol,25655,pune,hatchback,manual,1,402273,396999
honda,2014,petrol,42559,pune,hatchback,automatic,1,483010,382399
maruti,2014,petrol,30771,pune,hatchback,manual,1,447875,440499
hyundai,2015,petrol,18279,pune,hatchback,manual,1,,281499
honda,2013,petrol,40795,pune,sedan,manual,1,,384899
maruti,2013,petrol,16906,pune,hatchback,manual,1,440820,435199
toyota,2013,petrol,35428,pune,hatchback,manual,1,,327099
mg,2020,petrol,4454,pune,,,1,1782794,1714199
renault,2019,petrol,2082,pune,hatchback,,1,,409099
maruti,2017,petrol,17868,pune,sedan,automatic,1,638139,623199
hyundai,2010,petrol,29196,pune,hatchback,manual,1,240628,237399
hyundai,2018,petrol,12433,pune,hatchback,manual,1,,491099
hyundai,2015,petrol,10945,pune,hatchback,manual,1,440132,426999
renault,2017,petrol,30191,pune,hatchback,manual,1,,290799
hyundai,2015,petrol,46917,pune,hatchback,manual,1,408203,406099
honda,2012,petrol,66511,pune,sedan,manual,1,413830,408099
maruti,2019,petrol & cng,17397,pune,suv,manual,1,467807,459599
maruti,2012,petrol,55072,pune,hatchback,manual,3,,185399
hyundai,2015,diesel,37423,pune,hatchback,manual,1,664610,592799
maruti,2010,petrol,50769,pune,hatchback,manual,1,,236199
hyundai,2016,petrol,38170,pune,hatchback,manual,1,,591299
maruti,2012,diesel,61365,pune,hatchback,manual,2,384993,333899
maruti,2010,petrol,61317,pune,sedan,automatic,1,,253499
volkswagen,2014,petrol,48809,pune,hatchback,manual,1,,469499
hyundai,2014,petrol,40273,pune,luxury sedan,automatic,1,,643199
hyundai,2010,petrol,43167,pune,hatchback,manual,2,,281899
hyundai,2017,petrol,36324,pune,hatchback,manual,1,,577399
ford,2011,petrol,63042,pune,hatchback,manual,1,,224299
volkswagen,2015,petrol,50258,pune,sedan,automatic,1,508500,498799
maruti,2014,petrol & cng,61591,pune,hatchback,manual,1,346476,332499
maruti,2008,petrol,36244,pune,sedan,manual,1,,236899
maruti,2010,petrol,33011,pune,hatchback,manual,1,216700,169099
skoda,2012,petrol,52892,pune,luxury sedan,automatic,1,,464799
maruti,2019,petrol,8333,pune,hatchback,automatic,1,669963,644899
renault,2014,diesel,68235,pune,suv,manual,1,,504899
maruti,2010,petrol,62075,pune,hatchback,manual,2,,244499
hyundai,2010,petrol,74934,pune,hatchback,manual,1,234300,232799
renault,2015,petrol,58082,pune,suv,manual,2,,393299
maruti,2012,petrol,58547,pune,suv,manual,1,521236,515899
maruti,2019,diesel,24435,pune,suv,manual,1,841500,836099
maruti,2012,petrol,73750,pune,hatchback,manual,1,,268699
honda,2012,petrol,74247,pune,sedan,,1,368099,365199
hyundai,2008,petrol,55766,pune,hatchback,manual,3,,136699
hyundai,2014,petrol,68868,pune,hatchback,manual,1,,377899
honda,2018,petrol,7349,pune,sedan,manual,1,998253,860199
maruti,2007,petrol,94357,pune,hatchback,manual,1,,157699
maruti,2010,diesel,84008,pune,sedan,manual,2,334628,283699
maruti,2010,petrol,83421,pune,hatchback,manual,2,134940,117399
hyundai,2010,petrol,98169,pune,hatchback,manual,1,,144399
honda,2012,petrol,71493,pune,hatchback,manual,1,309462,259899
volkswagen,2013,diesel,74078,pune,sedan,manual,1,381019,332299
hyundai,2011,petrol,76746,pune,hatchback,manual,1,238861,209399
maruti,2015,petrol & cng,79847,pune,hatchback,manual,1,370140,364699
maruti,2019,diesel,5861,pune,suv,manual,1,1086500,1023431
volkswagen,2015,diesel,61564,pune,sedan,automatic,2,468572,450699
mahindra,2015,diesel,58242,pune,suv,manual,1,837062,830399
volkswagen,2018,petrol,36360,pune,sedan,,1,,501499
maruti,2013,diesel,68815,pune,hatchback,manual,1,405754,396299
maruti,2013,petrol & cng,68315,pune,hatchback,manual,2,,307999
volkswagen,2016,petrol,56769,pune,hatchback,manual,2,487905,481899
honda,2011,petrol,89227,pune,sedan,manual,2,,295299
volkswagen,2015,diesel,78700,pune,sedan,automatic,1,646626,543699
hyundai,2018,diesel,23718,pune,sedan,,2,974195,944099
honda,2010,petrol,105813,pune,sedan,manual,1,,374699
maruti,2019,petrol,21245,pune,hatchback,automatic,1,,695699
ford,2012,petrol,73055,pune,hatchback,manual,1,,195899
maruti,2013,petrol,68804,pune,hatchback,manual,1,344970,272399
hyundai,2008,petrol,121046,pune,hatchback,manual,1,,159499
maruti,2008,petrol & lpg,80322,pune,hatchback,manual,1,,168799
maruti,2015,diesel,99222,pune,hatchback,manual,2,507974,480599
maruti,2010,diesel,97436,pune,sedan,manual,1,300814,265099
volkswagen,2019,diesel,16641,pune,sedan,automatic,1,821500,818599
maruti,2014,petrol & cng,93843,pune,hatchback,manual,1,,337199
toyota,2017,diesel,64712,pune,suv,manual,2,1530700,1349661
maruti,2018,petrol & cng,42958,pune,suv,manual,3,371667,369299
maruti,2019,petrol,23448,pune,suv,,1,990500,926999
maruti,2012,diesel,98558,pune,hatchback,manual,1,,414199
maruti,2010,petrol,120208,pune,sedan,manual,1,,237199
skoda,2016,diesel,80638,pune,sedan,automatic,1,655876,619499
ford,2011,diesel,121729,pune,hatchback,manual,1,,262999
maruti,2013,petrol & cng,133774,pune,hatchback,manual,1,,231699
honda,2016,diesel,93031,pune,sedan,manual,1,722380,660999
maruti,2013,petrol & cng,98976,pune,hatchback,manual,1,,206399
maruti,2013,petrol,96735,pune,hatchback,manual,2,230183,225399
maruti,2012,diesel,136965,pune,hatchback,manual,1,326285,325199
maruti,2014,petrol & cng,94937,pune,hatchback,manual,3,243253,239999
maruti,2010,petrol,116872,pune,hatchback,manual,2,,274899
ford,2011,petrol & cng,112947,pune,hatchback,manual,1,,185599
volkswagen,2014,diesel,106640,pune,hatchback,manual,1,417227,408899
maruti,2012,petrol,104456,pune,suv,manual,2,491965,474599
maruti,2012,diesel,118302,pune,sedan,manual,1,442125,383899
hyundai,2009,petrol,106257,pune,hatchback,manual,1,,230399
toyota,2017,diesel,98968,pune,suv,automatic,1,,1527320
maruti,2015,diesel,112267,pune,sedan,manual,1,562946,531799
hyundai,2012,petrol & cng,127255,pune,hatchback,manual,1,,300999
toyota,2010,diesel,79649,pune,suv,manual,1,,576699
maruti,2015,petrol & cng,131237,pune,suv,manual,1,,305399
honda,2010,petrol & cng,203118,pune,sedan,manual,1,,262399
maruti,2015,petrol,142015,pune,sedan,manual,1,,493099
ford,2014,diesel,125340,pune,suv,manual,2,,511299
maruti,2013,petrol & cng,121461,pune,hatchback,manual,1,338096,278399
toyota,2010,diesel,225134,pune,suv,manual,2,476517,467399
toyota,2016,diesel,111428,pune,hatchback,,1,,461399
maruti,2010,diesel,147362,pune,hatchback,manual,3,,290699
mahindra,2016,diesel,141825,pune,suv,manual,1,350268,349599
toyota,2015,diesel,246938,pune,luxury suv,manual,2,1380063,1358699
jeep,2017,petrol,73309,pune,luxury suv,automatic,1,1157517,1135945
volkswagen,2015,diesel,98975,pune,sedan,automatic,1,898074,853999
toyota,2019,petrol,14448,pune,luxury sedan,automatic,1,,1817000
volkswagen,2011,petrol,18090,pune,sedan,manual,1,,319299
tata,2015,petrol,13193,pune,hatchback,automatic,1,,214099
tata,2016,petrol,12486,pune,hatchback,automatic,2,,214499
volkswagen,2011,petrol,23524,pune,hatchback,manual,1,,264899
maruti,2017,petrol,10769,pune,hatchback,automatic,1,,461799
hyundai,2014,petrol,23661,pune,hatchback,manual,1,516287,507699
maruti,2014,diesel,27388,pune,hatchback,manual,1,539999,539899
chevrolet,2012,petrol,66741,pune,hatchback,manual,2,,136299
hyundai,2012,diesel,40174,pune,sedan,manual,1,,420199
volkswagen,2011,petrol,19762,pune,sedan,manual,1,,290499
maruti,2010,petrol & cng,35736,pune,hatchback,manual,3,,227599
maruti,2018,petrol & cng,61814,pune,,,1,,264699
renault,2018,petrol,4927,pune,hatchback,automatic,2,,354899
maruti,2014,petrol,3447,pune,hatchback,manual,1,,262399
chevrolet,2012,petrol,49052,pune,hatchback,manual,1,,171699
tata,2016,petrol,39297,pune,hatchback,manual,1,,349699
hyundai,2013,petrol,25341,pune,hatchback,manual,1,389340,358199
datsun,2017,petrol,22195,pune,hatchback,manual,1,,349699
maruti,2010,petrol,38490,pune,hatchback,manual,1,,207199
hyundai,2015,petrol,25274,pune,sedan,manual,1,,541899
tata,2017,petrol,24830,pune,hatchback,manual,1,430107,387799
hyundai,2014,petrol,26644,pune,hatchback,manual,3,,202499
mahindra,2016,petrol,37308,pune,suv,manual,1,,318899
ford,2013,petrol,50116,pune,hatchback,manual,1,,259699
maruti,2018,petrol & cng,21940,pune,hatchback,manual,1,440565,435699
tata,2017,petrol & cng,21284,pune,sedan,manual,1,,501099
maruti,2016,petrol,35646,pune,hatchback,manual,1,363007,358999
maruti,2010,petrol,35867,pune,sedan,manual,1,,258399
nissan,2016,petrol,37910,pune,suv,manual,2,451417,449499
volkswagen,2010,petrol,41363,pune,hatchback,manual,2,,231499
hyundai,2012,petrol,58032,pune,sedan,automatic,2,,366199
maruti,2018,petrol & cng,30965,pune,suv,manual,1,,445499
honda,2016,petrol,32972,pune,sedan,manual,1,691807,674199
volkswagen,2014,petrol,54154,pune,hatchback,manual,1,,459199
maruti,2014,diesel,51787,pune,sedan,manual,1,,574899
maruti,2011,petrol,60972,pune,hatchback,manual,1,201304,200999
ford,2018,diesel,10712,pune,sedan,manual,1,621500,610299
hyundai,2017,petrol,22564,pune,hatchback,manual,1,,656099
ford,2017,petrol,19240,pune,suv,manual,1,743958,730399
renault,2013,diesel,57244,pune,suv,manual,1,482899,482799
maruti,2018,petrol & cng,27390,pune,suv,manual,1,435612,429599
maruti,2009,petrol & cng,13431,pune,hatchback,manual,2,,152199
hyundai,2011,petrol,60559,pune,sedan,manual,1,,353699
volkswagen,2011,diesel,72199,pune,sedan,manual,1,,312599
hyundai,2014,petrol,63950,pune,sedan,manual,1,,399599
hyundai,2013,petrol,52867,pune,hatchback,manual,1,,211399
maruti,2019,diesel,14800,pune,hatchback,manual,1,739618,711099
mahindra,2018,diesel,13448,pune,luxury suv,,1,,1209799
hyundai,2011,petrol,71303,pune,sedan,manual,3,,276899
volkswagen,2011,petrol,64228,pune,hatchback,manual,1,,345499
honda,2016,petrol,65566,pune,sedan,manual,1,674913,671699
chevrolet,2011,petrol & cng,72110,pune,hatchback,manual,1,,124199
hyundai,2011,petrol,79899,pune,hatchback,manual,2,,255399
maruti,2019,diesel,16449,pune,hatchback,manual,1,739175,726099
chevrolet,2010,petrol,56964,pune,hatchback,manual,1,,150499
datsun,2015,petrol,51812,pune,hatchback,manual,1,,259599
renault,2016,diesel,51764,pune,suv,manual,2,551500,528499
volkswagen,2011,petrol,85190,pune,sedan,manual,1,286388,245699
volkswagen,2012,diesel,94474,pune,sedan,manual,2,,326599
honda,2008,petrol,84807,pune,sedan,automatic,5,,174999
hyundai,2012,petrol,68574,pune,sedan,manual,1,,394099
honda,2014,petrol,85514,pune,sedan,automatic,1,,614999
ford,2018,diesel,35902,pune,suv,manual,1,889637,866899
mercedes benz,2015,diesel,73412,pune,luxury sedan,manual,2,,1749999
maruti,2011,diesel,123354,pune,sedan,manual,1,,311099
renault,2015,petrol,68894,pune,hatchback,manual,1,,232499
nissan,2014,diesel,94590,pune,suv,manual,1,,474899
toyota,2009,diesel,101849,pune,suv,manual,1,,571399
hyundai,2015,diesel,101238,pune,hatchback,manual,1,547539,536099
honda,2011,petrol,129732,pune,sedan,automatic,1,,411699
maruti,2015,petrol & cng,115447,pune,hatchback,manual,1,,264099
hyundai,2014,petrol,66161,pune,sedan,,3,,395199
honda,2014,diesel,88309,pune,sedan,manual,1,391448,383599
renault,2014,diesel,91736,pune,suv,manual,1,,554099
maruti,2013,petrol & cng,148048,pune,suv,manual,2,,249799
ford,2011,petrol & cng,94896,pune,hatchback,manual,1,,213499
volkswagen,2014,diesel,120733,pune,sedan,manual,1,506235,492299
hyundai,2014,diesel,154655,pune,hatchback,manual,1,463083,438399
skoda,2015,diesel,158343,pune,sedan,manual,1,450500,433499
toyota,2014,diesel,67622,pune,luxury suv,automatic,2,,1600000
skoda,2011,petrol,110000,pune,,,2,,300000
maruti,2000,petrol & cng,116945,pune,hatchback,manual,3,,37000
maruti,2010,petrol,106857,pune,hatchback,manual,1,,155000
toyota,2008,diesel,315886,pune,suv,manual,1,,325000
maruti,2016,petrol,10742,pune,hatchback,automatic,1,,379000
toyota,2005,diesel,411677,pune,suv,manual,1,,374000
honda,2016,petrol,31900,pune,sedan,manual,1,,819000
hyundai,2014,petrol,30110,pune,sedan,manual,2,,360000
maruti,2007,petrol,72497,pune,sedan,manual,2,,99000
maruti,2013,petrol & cng,69600,pune,hatchback,manual,2,,250000
chevrolet,2009,diesel,132358,pune,luxury sedan,manual,3,,331000
hyundai,2013,diesel,74150,pune,hatchback,manual,1,,400000
tata,2003,diesel,76789,pune,suv,manual,2,,150000
toyota,2007,diesel,135310,pune,suv,manual,2,,520000
hyundai,2015,petrol,9879,pune,sedan,manual,1,,550000
maruti,2014,diesel,112307,pune,sedan,manual,2,,400000
mercedes benz,2007,diesel,157216,pune,luxury sedan,manual,2,,493000
audi,2007,petrol,130126,pune,,,2,,800000
hyundai,2013,diesel,91697,pune,sedan,manual,2,,450000
honda,2012,petrol,98314,pune,sedan,manual,1,,400000
hyundai,2014,diesel,101853,pune,hatchback,manual,3,,400000
hyundai,2000,petrol,83603,pune,hatchback,manual,2,,34000
ford,2005,petrol,96256,pune,sedan,manual,3,,50000
maruti,2014,petrol & cng,65166,pune,hatchback,manual,1,,300000
maruti,2018,petrol,9810,pune,hatchback,automatic,1,,600000
maruti,2015,diesel,98294,pune,sedan,manual,2,,720000
mahindra,2011,diesel,51671,pune,suv,manual,1,,425000
maruti,2010,petrol,34854,hyderabad,hatchback,manual,1,215074,182999
maruti,2013,petrol,39541,hyderabad,hatchback,manual,2,413213,328599
maruti,2015,petrol,34481,hyderabad,hatchback,manual,1,390190,346899
maruti,2011,petrol,46592,hyderabad,hatchback,manual,1,486361,415899
maruti,2011,petrol,23837,hyderabad,hatchback,manual,1,242199,242099
hyundai,2011,petrol & lpg,41925,hyderabad,hatchback,manual,1,332882,269299
maruti,2014,petrol,40187,hyderabad,hatchback,manual,2,335306,281099
maruti,2017,petrol,19279,hyderabad,hatchback,manual,1,421368,362999
maruti,2016,petrol,20411,hyderabad,hatchback,manual,1,661291,545599
hyundai,2010,petrol,5383,hyderabad,hatchback,automatic,1,473317,409299
renault,2017,petrol,19944,hyderabad,hatchback,,1,,412499
maruti,2019,petrol,8294,hyderabad,suv,manual,1,414199,414099
hyundai,2012,diesel,38856,hyderabad,hatchback,manual,1,484252,411499
maruti,2012,petrol,46828,hyderabad,hatchback,manual,2,,330899
hyundai,2012,petrol,30692,hyderabad,hatchback,manual,1,356064,291599
maruti,2019,petrol,8647,hyderabad,suv,manual,1,550009,452899
maruti,2020,petrol,17082,hyderabad,suv,manual,1,509100,417099
maruti,2014,petrol,35103,hyderabad,sedan,manual,1,581647,498699
hyundai,2013,petrol,55302,hyderabad,hatchback,manual,1,,364999
hyundai,2012,petrol,51853,hyderabad,hatchback,manual,1,440383,396499
hyundai,2012,petrol,56900,hyderabad,hatchback,manual,1,318199,318099
maruti,2018,petrol,7885,hyderabad,hatchback,manual,1,344999,344199
maruti,2013,petrol,4264,hyderabad,hatchback,manual,1,333372,277499
maruti,2013,petrol,33274,hyderabad,hatchback,manual,1,300028,274499
hyundai,2013,petrol,35377,hyderabad,hatchback,manual,1,,383199
maruti,2018,petrol,16208,hyderabad,hatchback,manual,1,399923,331499
maruti,2015,petrol,15516,hyderabad,sedan,manual,1,690608,562199
maruti,2012,petrol,29160,hyderabad,hatchback,manual,1,296729,261299
hyundai,2015,petrol,22377,hyderabad,hatchback,manual,1,373935,314399
maruti,2011,petrol,31119,hyderabad,hatchback,manual,1,272088,243699
maruti,2011,petrol,55981,hyderabad,hatchback,manual,1,352609,293199
ford,2016,petrol,40924,hyderabad,hatchback,manual,1,486580,398999
hyundai,2009,petrol,27034,hyderabad,hatchback,manual,1,315770,274299
hyundai,2010,petrol,34430,hyderabad,hatchback,manual,1,366688,313199
maruti,2014,petrol,41913,hyderabad,hatchback,manual,1,382099,381999
hyundai,2016,petrol,40681,hyderabad,hatchback,manual,1,276899,276799
hyundai,2012,petrol,53847,hyderabad,hatchback,manual,1,431411,370699
datsun,2018,petrol,13379,hyderabad,hatchback,manual,1,372340,319999
maruti,2017,petrol,27927,hyderabad,hatchback,manual,2,380010,315899
hyundai,2017,petrol,17406,hyderabad,hatchback,,1,701997,582899
maruti,2019,diesel,43074,hyderabad,hatchback,manual,2,817469,679899
hyundai,2008,petrol,83568,hyderabad,hatchback,manual,2,258616,230899
maruti,2014,petrol,46445,hyderabad,hatchback,,2,350464,280599
maruti,2013,petrol,45460,hyderabad,hatchback,manual,2,404835,330899
hyundai,2012,petrol,44883,hyderabad,hatchback,manual,1,385437,335999
maruti,2014,petrol,43615,hyderabad,hatchback,manual,1,313500,256999
maruti,2011,petrol,56816,hyderabad,hatchback,manual,1,253340,227799
maruti,2015,petrol,38472,hyderabad,hatchback,manual,1,328310,276299
hyundai,2011,petrol & lpg,54368,hyderabad,hatchback,manual,1,308080,264799
maruti,2013,petrol,57525,hyderabad,hatchback,manual,1,272380,245399
hyundai,2015,petrol,47164,hyderabad,hatchback,manual,1,,390899
maruti,2015,petrol,25048,hyderabad,hatchback,manual,2,337259,306199
maruti,2013,petrol,42131,hyderabad,hatchback,manual,1,313730,268199
maruti,2015,petrol,48243,hyderabad,hatchback,manual,1,431607,370699
honda,2013,petrol,40362,hyderabad,hatchback,manual,2,403706,391999
maruti,2016,petrol,60866,hyderabad,hatchback,,1,374720,320299
hyundai,2013,petrol,59918,hyderabad,hatchback,manual,2,,252399
maruti,2016,petrol,54919,hyderabad,suv,manual,1,410420,317599
hyundai,2009,petrol,50156,hyderabad,hatchback,manual,2,,172799
maruti,2015,petrol,43028,hyderabad,hatchback,manual,2,461357,399799
hyundai,2013,petrol,57200,hyderabad,hatchback,manual,1,414508,363399
hyundai,2009,petrol,31094,hyderabad,hatchback,manual,1,265240,220099
maruti,2013,petrol,58065,hyderabad,sedan,manual,2,,453699
hyundai,2011,petrol,57568,hyderabad,hatchback,manual,2,376809,320499
tata,2018,petrol,67311,hyderabad,hatchback,manual,1,497400,422499
hyundai,2017,petrol,23663,hyderabad,hatchback,manual,2,,473799
hyundai,2017,petrol,29422,hyderabad,hatchback,manual,1,359799,359699
nissan,2013,diesel,50151,hyderabad,hatchback,manual,1,333678,311999
maruti,2017,petrol,33399,hyderabad,sedan,manual,1,775481,630099
maruti,2017,petrol,37328,hyderabad,hatchback,manual,1,408278,312099
maruti,2017,petrol,7861,hyderabad,hatchback,manual,1,727305,701599
hyundai,2008,petrol,41859,hyderabad,hatchback,manual,1,201899,198199
maruti,2016,diesel,43630,hyderabad,hatchback,manual,2,547532,543399
maruti,2010,petrol,63438,hyderabad,hatchback,manual,1,,197599
honda,2011,petrol,67624,hyderabad,sedan,manual,2,465301,407199
maruti,2016,petrol,22594,hyderabad,hatchback,manual,1,738480,630199
maruti,2010,petrol,80996,hyderabad,hatchback,manual,2,249389,209799
hyundai,2007,petrol,38392,hyderabad,hatchback,manual,1,,210699
maruti,2012,petrol,36870,hyderabad,hatchback,manual,2,282826,265799
maruti,2012,petrol,63082,hyderabad,hatchback,manual,1,,244199
hyundai,2017,petrol,69319,hyderabad,hatchback,manual,1,,318599
maruti,2011,petrol & cng,85435,hyderabad,hatchback,manual,1,322145,269499
maruti,2017,petrol,84937,hyderabad,hatchback,manual,1,368573,323899
maruti,2019,petrol,24740,hyderabad,hatchback,manual,2,398401,311299
maruti,2018,diesel,40615,hyderabad,sedan,manual,1,912519,768099
hyundai,2015,petrol,23738,hyderabad,hatchback,automatic,2,633180,519099
hyundai,2010,petrol,71355,hyderabad,hatchback,manual,2,289099,288999
maruti,2018,petrol,31973,hyderabad,hatchback,manual,1,526650,423599
maruti,2010,petrol,59076,hyderabad,hatchback,manual,2,,256499
maruti,2017,petrol,31925,hyderabad,hatchback,manual,1,557070,478899
maruti,2018,petrol,33478,hyderabad,hatchback,manual,1,784117,635399
hyundai,2010,petrol & lpg,73539,hyderabad,hatchback,manual,1,,263099
maruti,2017,petrol,35440,hyderabad,sedan,manual,1,734309,605099
maruti,2017,diesel,51501,hyderabad,hatchback,manual,1,833039,676999
hyundai,2009,petrol,66427,hyderabad,hatchback,manual,2,272142,237799
honda,2015,petrol,47555,hyderabad,sedan,automatic,4,940966,782799
hyundai,2010,petrol,68124,hyderabad,hatchback,manual,2,,357499
mahindra,2017,diesel,27328,hyderabad,suv,manual,1,933655,755999
maruti,2015,petrol,69124,hyderabad,sedan,manual,1,520639,514899
maruti,2011,petrol,78238,hyderabad,hatchback,manual,1,490835,406299
hyundai,2007,petrol,52521,hyderabad,hatchback,manual,2,,176699
maruti,2011,petrol,104293,hyderabad,hatchback,manual,2,300940,271199
hyundai,2010,petrol,119179,hyderabad,hatchback,manual,1,263397,254299
maruti,2015,petrol,57564,hyderabad,hatchback,manual,1,320966,298499
maruti,2019,diesel,21168,hyderabad,sedan,manual,1,799299,799199
hyundai,2018,petrol,67132,hyderabad,hatchback,manual,1,,565599
mg,2019,petrol,26283,hyderabad,,,2,1433390,1433289
maruti,2009,petrol,71240,hyderabad,hatchback,manual,2,,256599
maruti,2009,petrol,69535,hyderabad,hatchback,manual,1,228676,213299
maruti,2017,petrol,53055,hyderabad,hatchback,manual,1,746505,624999
maruti,2010,petrol,106136,hyderabad,hatchback,manual,2,,210399
hyundai,2013,petrol,68484,hyderabad,hatchback,manual,1,353688,306599
maruti,2017,diesel,57889,hyderabad,sedan,manual,1,820380,699399
maruti,2011,petrol & cng,70720,hyderabad,hatchback,manual,1,,217699
maruti,2009,petrol & lpg,197377,hyderabad,hatchback,manual,1,173599,171999
maruti,2017,diesel,59374,hyderabad,sedan,manual,1,685799,685699
toyota,2017,diesel,80745,hyderabad,suv,manual,1,2144837,1818604
maruti,2018,petrol,42143,hyderabad,hatchback,manual,1,377100,321799
maruti,2012,petrol,89758,hyderabad,hatchback,manual,2,,244699
maruti,2015,petrol,78713,hyderabad,sedan,manual,1,671743,535999
maruti,2018,diesel,47721,hyderabad,sedan,manual,1,906215,750499
maruti,2012,petrol & cng,79870,hyderabad,hatchback,manual,1,367970,327099
maruti,2009,diesel,90273,hyderabad,hatchback,manual,1,291299,291199
bmw,2016,diesel,60381,hyderabad,luxury suv,automatic,1,,1987577
maruti,2012,diesel,146225,hyderabad,hatchback,manual,1,368599,368499
maruti,2010,petrol,88461,hyderabad,hatchback,manual,2,230840,203699
hyundai,2008,petrol & lpg,98277,hyderabad,hatchback,manual,1,,203699
maruti,2017,diesel,74942,hyderabad,suv,manual,1,958978,791899
hyundai,2010,petrol,95991,hyderabad,hatchback,manual,2,294902,265299
hyundai,2011,petrol,116395,hyderabad,hatchback,automatic,1,434517,386299
maruti,2017,diesel,80273,hyderabad,sedan,automatic,2,776511,619699
hyundai,2008,petrol,89270,hyderabad,hatchback,manual,1,312623,275699
maruti,2008,petrol & lpg,99395,hyderabad,hatchback,manual,2,,208599
hyundai,2009,petrol,105529,hyderabad,hatchback,manual,1,216284,172399
maruti,2012,diesel,96714,hyderabad,hatchback,manual,1,447442,372199
toyota,2011,petrol,103749,hyderabad,sedan,manual,3,400704,340899
datsun,2016,petrol,48716,hyderabad,hatchback,manual,1,306299,296699
maruti,2018,diesel,74535,hyderabad,hatchback,manual,1,,739599
maruti,2012,diesel,77838,hyderabad,hatchback,manual,2,,474599
hyundai,2018,petrol,43975,hyderabad,sedan,manual,1,1118039,1027899
maruti,2009,petrol & lpg,155996,hyderabad,hatchback,manual,1,,174799
maruti,2011,petrol,121622,hyderabad,hatchback,manual,1,456855,382699
maruti,2014,diesel,86775,hyderabad,suv,manual,2,793379,664299
volkswagen,2017,diesel,109300,hyderabad,sedan,automatic,2,504399,485499
maruti,2015,diesel,97036,hyderabad,sedan,manual,1,692291,539899
hyundai,2016,petrol,75730,hyderabad,suv,automatic,1,1146030,964999
maruti,2015,petrol,87030,hyderabad,hatchback,manual,2,531179,461099
hyundai,2016,diesel,72727,hyderabad,suv,manual,1,924999,924899
maruti,2012,petrol,103887,hyderabad,hatchback,manual,1,277819,227499
hyundai,2009,petrol & lpg,93933,hyderabad,hatchback,manual,2,,229499
maruti,2016,diesel,82732,hyderabad,hatchback,manual,2,614343,507599
toyota,2012,diesel,86617,hyderabad,hatchback,manual,2,389538,362699
hyundai,2012,petrol,114748,hyderabad,hatchback,manual,1,,288499
hyundai,2011,petrol,112315,hyderabad,hatchback,manual,2,360031,328699
maruti,2012,diesel,136808,hyderabad,hatchback,manual,1,,313999
maruti,2015,petrol,107589,hyderabad,sedan,manual,1,,538599
maruti,2013,diesel,108649,hyderabad,hatchback,manual,1,487223,421399
maruti,2012,diesel,101039,hyderabad,hatchback,manual,1,545667,473799
hyundai,2018,diesel,89645,hyderabad,suv,,1,1131928,926399
maruti,2013,diesel,111864,hyderabad,hatchback,manual,2,492843,428599
maruti,2017,diesel,108339,hyderabad,suv,manual,1,856355,707599
maruti,2015,diesel,98101,hyderabad,hatchback,manual,1,572837,470699
maruti,2012,diesel,164757,hyderabad,hatchback,manual,1,477072,384999
maruti,2016,petrol,106318,hyderabad,hatchback,manual,1,,374699
maruti,2015,petrol,94320,hyderabad,sedan,manual,1,645504,527599
skoda,2012,diesel,134290,hyderabad,sedan,manual,2,421790,352999
maruti,2011,diesel,114828,hyderabad,hatchback,manual,2,,318899
hyundai,2012,diesel,138713,hyderabad,sedan,manual,1,479083,461399
hyundai,2016,diesel,76226,hyderabad,suv,,1,1123030,979599
maruti,2008,diesel,228257,hyderabad,sedan,manual,2,262860,260999
ford,2018,diesel,109284,hyderabad,suv,manual,1,,817999
maruti,2017,diesel,175702,hyderabad,sedan,manual,2,,646399
hyundai,2016,diesel,108963,hyderabad,suv,automatic,1,1188855,968599
maruti,2016,diesel,200759,hyderabad,hatchback,manual,1,,618799
maruti,2015,diesel,136968,hyderabad,sedan,manual,1,699935,591299
maruti,2012,petrol,126194,hyderabad,hatchback,manual,2,255399,254099
nissan,2013,diesel,157225,hyderabad,sedan,manual,1,427521,376699
hyundai,2016,petrol,26745,hyderabad,hatchback,manual,1,576123,478599
maruti,2010,petrol,16227,hyderabad,hatchback,manual,2,236562,205099
hyundai,2012,petrol,48155,hyderabad,hatchback,manual,1,404498,340199
hyundai,2008,petrol,42497,hyderabad,hatchback,manual,2,,187699
hyundai,2015,petrol,23516,hyderabad,hatchback,manual,1,302999,291599
hyundai,2019,petrol,12973,hyderabad,hatchback,manual,2,635756,528999
hyundai,2015,petrol,31741,hyderabad,hatchback,manual,1,399829,383399
maruti,2014,petrol,30612,hyderabad,sedan,manual,2,586839,496399
maruti,2019,petrol,10025,hyderabad,suv,manual,1,482699,482599
maruti,2013,petrol,21885,hyderabad,hatchback,manual,1,,342899
maruti,2016,petrol,16527,hyderabad,hatchback,manual,1,346160,303099
maruti,2017,petrol,3957,hyderabad,hatchback,manual,1,382812,333299
maruti,2012,petrol,5264,hyderabad,hatchback,manual,1,,372199
hyundai,2016,petrol,23774,hyderabad,hatchback,manual,1,,322299
nissan,2016,petrol,28407,hyderabad,hatchback,manual,2,449690,369199
maruti,2011,petrol,23658,hyderabad,hatchback,manual,1,279470,239899
hyundai,2014,petrol,43229,hyderabad,hatchback,manual,1,430699,430599
maruti,2013,petrol,29171,hyderabad,hatchback,manual,1,,254099
hyundai,2012,petrol,45015,hyderabad,hatchback,manual,1,401563,346899
hyundai,2012,petrol,50040,hyderabad,hatchback,manual,2,345599,332099
